"Outcome_M7","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_349","Cat_388","Cat_400","Cat_466","Cat_467","Cat_469","Cat_470","Cat_494","Quan_27","Day_Of_Year_1"
500,2807,0,2,0,0,0,0,0,0,"5","194","760",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,67.625
8000,2471,8300,49,411958,0,0,0,0,0,"3","4","6",0,"2","2","2","0","0","0","1","0","0","2","0","0",0,96.875
500,2613,5200,68,0,0,0,0,0,0,"105","329","549",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,238.875
500,3101,7600,39,0,2,1,1,1,1,"82","454","841",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,361.625
2000,2849,7000,30,22522,0,0,0,0,0,"7","277","451",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,109.625
2000,2347,8600,56,114820,0,0,0,0,0,"56","142","374",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,338.125
6000,2371,7000,61,513190,0,0,0,0,0,"5","10","123",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,362.125
2000,2107,8100,49,18034,0,0,0,0,0,"17","32","48",0,"2","2","2","0","0","0","0","0","0","2","0","0",0,98.125
500,3186,8300,69,14306,8,4,3,2,2,"56","142","1010",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,81.375
500,2365,5700,29,8895,0,0,0,0,0,"75","228","372",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,356.125
2000,2737,7700,119,241135,0,0,0,0,0,"28","136","218",12,"0","0","0","0","0","0","1","0","0","0","0","0",0,362.875
2000,2499,8700,128,1749217,0,0,0,0,0,"42","79","129",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,124.875
3000,1904,9200,80,922361,0,0,0,0,0,"1","1","1",0,"0","0","0","0","0","0","1","0","1","2","1","1",3,260.375
500,2814,6200,47,4315,0,0,0,0,0,"28","379","642",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,74.625
500,2842,6000,5,152120,0,0,0,0,0,"53","406","174",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,2639,6300,83,334974,0,0,0,0,0,"60","278","455",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
500,2638,7500,27,6274,0,0,0,0,0,"16","34","47",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,263.875
2000,3066,8100,111,670440,0,0,0,0,0,"42","411","725",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,326.625
500,2506,7700,48,6274,0,0,0,0,0,"16","34","47",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,131.875
2000,1949,6200,59,746269,0,0,0,0,0,"5","8","18",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,305.375
2000,1652,7100,94,123467,0,0,0,0,0,"45","97","152",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,8.375
2000,3171,7600,89,90686,33,10,17,19,7,"5","131","18",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,66.375
500,3171,7600,71,4538,0,0,0,0,0,"28","385","655",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,66.375
500,3038,8200,77,242674,31,4,13,9,2,"17","32","48",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,298.625
2000,2527,8300,101,673497,0,0,0,0,0,"28","114","274",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,152.875
500,2856,5400,3,0,0,0,0,0,0,"5","104","863",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,116.625
500,2443,6100,38,391657,0,0,0,0,0,"31","237","388",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,68.875
500,1722,5500,50,55958,0,0,0,0,0,"26","48","67",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,78.375
3000,2730,6200,93,341566,0,0,0,0,0,"5","227","305",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,355.875
5000,2485,8100,73,883301,0,0,0,0,0,"6","75","413",0,"0","0","0","0","0","0","1","0","0","2","1","0",0,110.875
500,2877,7400,33,0,4,3,2,1,0,"17","32","201",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,137.625
500,2870,5700,42,181085,0,0,0,0,0,"9","408","715",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,130.625
2000,1974,8900,110,674410,0,0,0,0,0,"7","55","81",8,"0","0","0","0","0","0","1","0","1","2","0","0",0,330.375
2000,2471,7600,39,513282,0,0,0,0,0,"17","32","49",0,"2","2","2","0","0","0","1","0","0","2","0","0",0,96.875
500,2456,6200,30,84124,0,0,0,0,0,"53","241","393",10,"2","0","0","0","0","0","0","0","0","0","0","0",0,81.875
500,3003,5900,39,0,6,2,0,6,2,"5","499","926",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,263.625
500,1904,7200,39,0,0,0,0,0,0,"17","32","198",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,260.375
500,3325,6900,65,0,25,15,4,13,6,"8","15","22",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,220.375
500,2127,6100,11,221857,0,0,0,0,0,"53","107","174",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,118.125
500,3227,5900,54,9772,1,1,0,1,1,"26","143","895",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,122.375
21000,3234,8600,137,4365238,204,73,39,83,46,"5","8","11",18,"0","0","0","0","0","0","1","0","1","0","0","1",0,129.375
500,2842,5400,22,0,0,0,0,0,0,"117","365","621",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,102.625
500,2578,8300,72,304545,0,0,0,0,0,"16","31","286",0,"0","0","0","2","0","0","1","0","0","0","0","0",0,203.875
2000,3367,8500,103,169907,54,20,21,42,16,"16","424","754",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,262.375
500,2870,8000,45,0,0,0,0,0,0,"43","253","406",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,130.625
500,3178,5200,7,86725,5,3,0,3,2,"5","6","1229",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,73.375
500,3325,8400,10,0,1,0,0,0,0,"38","70","1168",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,220.375
500,2485,7000,8,327421,0,0,0,0,0,"27","50","69",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,110.875
500,2240,5900,49,95291,0,0,0,0,0,"26","48","66",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
500,2121,6400,73,398306,0,0,0,0,0,"56","159","250",0,"0","0","0","0","0","2","1","0","0","0","0","1",0,112.125
500,2170,6900,28,67486,0,0,0,0,0,"17","32","201",0,"2","2","2","0","0","0","1","0","0","0","0","0",0,161.125
500,2877,7500,26,0,6,4,3,1,0,"17","32","201",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,137.625
2000,2835,4300,38,367328,0,0,0,0,0,"29","198","714",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,95.625
500,2456,6600,49,84124,0,0,0,0,0,"53","241","393",10,"2","0","0","0","0","0","0","0","0","0","0","0",0,81.875
500,3241,5700,7,176797,3,0,0,3,0,"53","403","1234",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,136.375
500,1800,3800,17,191088,0,0,0,0,0,"4","12","15",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,156.375
3000,1745,8000,71,1164838,0,0,0,0,0,"17","33","44",0,"2","2","2","0","0","2","1","0","0","0","0","0",0,101.375
2000,2808,8800,93,1834182,0,0,0,0,0,"63","73","279",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,68.625
2000,2443,8800,34,28203,0,0,0,0,0,"17","32","52",7,"2","2","2","0","0","0","0","0","0","0","0","0",0,68.875
500,2856,6300,11,74602,0,0,0,0,0,"105","392","675",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,116.625
500,3181,5800,59,0,49,7,10,9,2,"42","579","1073",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,76.375
500,2877,6300,5,22239,4,1,1,3,1,"5","6","681",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,137.625
500,3248,5400,3,144712,2,0,0,2,0,"4","554","262",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,143.375
2000,2121,8000,77,385852,0,0,0,0,0,"9","16","203",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,112.125
500,2100,6400,43,232964,0,0,0,0,0,"47","139","221",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,91.125
3000,2793,9100,143,582649,0,0,0,0,0,"19","336","565",0,"0","0","0","0","0","0","1","0","1","2","1","1",0,53.625
2000,2366,7600,71,228284,0,0,0,0,0,"3","226","8",0,"2","2","0","0","0","0","1","0","0","0","0","0",0,357.125
500,2807,7200,66,148530,0,0,0,0,0,"19","39","635",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,67.625
3000,2628,8400,136,1345876,0,0,0,0,0,"13","23","445",0,"0","0","0","0","0","0","1","0","1","2","0","1",2,253.875
3000,1421,7000,64,437694,0,0,0,0,0,"17","36","44",0,"2","2","2","0","0","2","1","0","0","0","0","0",0,142.625
500,2842,5500,10,152120,0,0,0,0,0,"53","406","174",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,2842,5900,26,0,0,0,0,0,0,"117","365","621",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,1857,7800,58,25120,0,0,0,0,0,"27","125","199",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,213.375
3000,2478,8700,74,222511,0,0,0,0,0,"17","32","48",0,"2","2","2","0","0","0","1","0","1","2","0","0",0,103.875
500,3374,6000,31,55669,37,15,12,19,10,"5","12","1362",0,"2","0","0","0","0","0","0","0","0","0","0","0",0,269.375
2000,2814,8400,93,1616915,0,0,0,0,0,"16","364","40",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,74.625
3000,2471,7700,48,513282,0,0,0,0,0,"17","32","49",0,"2","2","2","0","0","0","1","0","0","2","0","0",0,96.875
8000,2310,9600,146,2479325,0,0,0,0,0,"41","221","361",0,"0","0","0","0","2","0","1","0","1","2","0","1",2,301.125
2000,1876,8300,126,639700,0,0,0,0,0,"7","54","80",2,"0","0","0","0","0","0","1","0","0","2","0","0",0,232.375
500,1547,6100,86,0,0,0,0,0,0,"27","51","70",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,268.625
2000,2128,7000,44,1014891,0,0,0,0,0,"16","33","284",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,119.125
500,3122,6400,43,0,1,1,0,1,1,"144","589","1089",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,17.375
500,2863,7700,71,1153618,0,0,0,0,0,"5","10","860",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,123.625
3000,2492,9000,96,1329383,0,0,0,0,0,"1","1","385",0,"0","0","0","0","0","0","1","0","1","0","1","1",5,117.875
500,2891,2800,51,233505,0,0,0,0,0,"1","252","447",0,"0","0","0","0","0","2","0","0","0","0","0","0",0,151.625
500,2877,4600,44,487737,29,1,13,11,1,"5","395","19",0,"0","0","0","0","0","2","0","0","0","0","0","0",0,137.625
500,2142,4800,5,37066,0,0,0,0,0,"4","6","10",0,"2","0","0","0","0","0","1","0","0","0","0","0",0,133.125
500,2436,6800,88,240488,0,0,0,0,0,"49","258","414",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,61.875
2000,1542,6500,93,62744,0,0,0,0,0,"28","113","181",16,"0","0","0","0","0","0","0","0","0","0","0","0",0,263.625
2000,3080,7500,64,91439,10,3,2,5,3,"16","73","279",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,340.625
2000,3052,7800,87,2241,3,1,0,2,1,"152","487","900",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,312.625
500,2170,6700,19,67486,0,0,0,0,0,"17","32","201",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,161.125
500,2730,7200,73,20658,0,0,0,0,0,"56","171","270",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,355.875
500,2821,7500,67,2330,0,0,0,0,0,"9","16","210",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,81.625
8000,3080,7900,64,145077,47,4,24,12,3,"17","30","44",0,"2","2","2","2","0","2","1","0","0","0","0","0",0,340.625
2000,3171,8800,55,16504,26,11,13,9,5,"17","32","52",0,"2","2","2","0","0","0","1","0","0","0","0","0",0,66.375
2000,2457,7700,88,537923,0,0,0,0,0,"28","254","407",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,82.875
500,2877,5400,17,64356,2,0,0,2,0,"60","304","281",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,137.625
500,2485,6300,51,195081,0,0,0,0,0,"47","240","291",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,110.875
500,2499,4300,4,180029,0,0,0,0,0,"4","9","481",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.875
500,2688,7000,67,121700,0,0,0,0,0,"111","352","597",0,"0","0","0","0","0","0","0","0","1","0","0","0",0,313.875
500,2688,7100,80,121700,0,0,0,0,0,"111","352","597",0,"0","0","0","0","0","0","1","0","1","2","0","0",0,313.875
3000,2618,8100,135,451502,0,0,0,0,0,"7","297","490",6,"0","0","0","0","0","0","1","0","1","2","0","1",0,243.875
2000,2863,7800,57,12461,0,0,0,0,0,"27","50","199",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,123.625
500,2618,6100,27,459861,0,0,0,0,0,"3","4","5",0,"2","2","2","2","0","0","0","0","0","0","0","0",0,243.875
500,1904,7100,45,0,0,0,0,0,0,"16","33","42",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,260.375
500,2478,4600,45,92257,0,0,0,0,0,"45","220","240",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,103.875
500,3213,4000,30,396868,10,2,4,6,2,"197","555","1044",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,108.375
2000,2477,6900,48,204611,0,0,0,0,0,"31","64","96",0,"0","0","2","0","0","0","1","0","0","0","0","0",0,102.875
2000,1750,8500,97,648530,0,0,0,0,0,"28","114","190",6,"0","0","0","0","0","2","1","0","1","2","0","0",0,106.375
2000,1799,8200,55,467424,0,0,0,0,0,"17","29","38",0,"2","2","0","0","0","0","0","0","0","2","0","0",0,155.375
500,1777,6900,31,688576,0,0,0,0,0,"31","64","96",0,"0","0","2","0","0","0","1","0","0","0","0","0",0,133.375
2000,2604,9200,113,752566,0,0,0,0,0,"6","23","32",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,229.875
5000,3192,8700,78,1172663,34,14,17,9,6,"17","32","48",0,"2","2","2","0","0","0","1","0","1","2","0","0",0,87.375
8000,2310,9700,112,2089715,0,0,0,0,0,"41","221","361",0,"0","0","0","0","2","0","1","0","1","2","0","1",2,301.125
11000,2732,8600,113,850081,0,0,0,0,0,"17","32","38",0,"2","2","0","0","0","0","1","0","0","0","0","0",0,357.875
3000,2737,7700,82,241135,0,0,0,0,0,"28","136","218",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,362.875
500,2121,6000,46,398306,0,0,0,0,0,"56","159","250",0,"0","0","0","0","0","2","0","0","1","0","0","1",0,112.125
500,1784,8100,29,72764,0,0,0,0,0,"3","4","4",0,"2","2","2","0","0","0","1","0","0","0","0","0",0,140.375
2000,2254,7000,39,779723,0,0,0,0,0,"3","5","5",0,"2","2","2","2","0","0","1","0","0","0","0","0",0,245.125
500,3325,6700,82,0,26,15,4,13,6,"8","15","22",0,"0","0","0","0","0","0","1","0","1","0","0","0",0,220.375
2000,3220,7500,59,769387,34,12,14,15,9,"53","51","179",0,"0","0","0","0","0","0","1","0","1","2","0","1",0,115.375
6000,3229,7400,66,1242470,99,10,48,28,6,"7","57","1118",0,"0","0","2","0","0","0","1","0","0","0","0","0",0,124.375
2000,2989,8100,98,506824,0,0,0,0,0,"49","105","169",0,"0","0","0","0","0","0","1","0","1","0","0","1",0,249.625
10000,3143,8400,72,3030132,89,22,30,61,17,"17","30","39",0,"2","2","2","2","0","2","1","0","0","0","0","0",0,38.375
2000,1687,6100,112,49260,0,0,0,0,0,"7","58","85",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,43.375
2000,3229,3200,49,0,49,1,37,6,0,"28","647","1263",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.375
500,2996,7400,40,115259,2,0,0,2,0,"49","418","372",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,256.625
6000,2849,8200,103,907724,0,0,0,0,0,"2","254","486",4,"0","0","0","0","0","0","1","0","0","0","1","0",16,109.625
500,2512,6900,22,76488,0,0,0,0,0,"17","32","201",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,137.875
3000,3213,8600,89,1006612,0,0,0,0,0,"5","387","657",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,108.375
2000,2639,7000,86,70234,0,0,0,0,0,"53","51","497",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
500,2814,6800,49,0,0,0,0,0,0,"3","4","7",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,74.625
2000,2800,8500,107,793713,0,0,0,0,0,"5","10","123",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,60.625
2000,2100,8300,26,534158,0,0,0,0,0,"3","4","6",0,"2","2","2","0","0","0","0","0","0","0","0","0",0,91.125
500,2688,7600,73,74139,0,0,0,0,0,"19","37","53",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,313.875
500,2695,4800,77,25811,0,0,0,0,0,"83","278","570",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,320.875
2000,2142,7100,60,924460,0,0,0,0,0,"6","31","40",0,"0","0","0","0","0","0","1","0","0","2","0","0",0,133.125
500,2681,1600,13,0,0,0,0,0,0,"79","93","397",0,"0","0","0","0","2","0","0","0","0","0","0","0",0,306.875
2000,2072,7300,85,546056,0,0,0,0,0,"6","34","260",0,"0","0","0","0","0","0","1","0","0","0","0","0",0,63.125
2000,1988,5500,76,0,0,0,0,0,0,"7","190","300",4,"0","0","0","0","0","0","1","0","0","0","0","0",0,344.375
500,2302,5400,37,331563,0,0,0,0,0,"31","64","360",0,"2","0","2","0","0","0","0","0","0","0","0","0",0,293.125
3000,2347,5400,56,564834,0,0,0,0,0,"45","225","369",0,"0","0","0","0","0","0","0","0","0","0","0","0",0,338.125
500,2618,7400,60,94900,0,0,0,0,0,"28","113","495",0,"0","0","0","0","0","2","1","0","0","0","0","0",0,243.875
