"Outcome_M4","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Cat_4","Quan_17","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_466","Cat_467","Cat_469","Cat_470","Cat_484","Cat_495","Cat_498","Quan_27","Day_Of_Year_1"
500,6900,65,0,25,15,4,13,6,"15","22",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,220.375
500,6100,11,221857,0,0,0,0,0,"107","174",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,118.125
500,5900,54,9772,1,1,0,1,1,"143","895",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,122.375
68000,8600,137,4365238,204,73,39,83,46,"8","11",4,18,"0","0","0","0","0","1","0","0","0","2","1",0,129.375
500,5400,22,0,0,0,0,0,0,"365","621",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,102.625
2000,8300,72,304545,0,0,0,0,0,"31","286",4,0,"0","0","0","2","0","0","0","0","0","0","0",0,203.875
6000,8500,103,169907,54,20,21,42,16,"424","754",0,0,"0","0","0","0","0","1","2","0","0","0","0",0,262.375
2000,8000,45,0,0,0,0,0,0,"253","406",8,0,"0","0","0","0","0","1","0","0","0","0","0",0,130.625
500,5200,7,86725,5,3,0,3,2,"6","1229",2,0,"2","0","0","0","0","0","0","0","0","0","0",0,73.375
500,8400,10,0,1,0,0,0,0,"70","1168",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,220.375
2000,7000,8,327421,0,0,0,0,0,"50","69",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,110.875
2000,5900,49,95291,0,0,0,0,0,"48","66",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,231.125
2000,6400,73,398306,0,0,0,0,0,"159","250",0,0,"0","0","0","0","0","0","0","0","0","0","1",0,112.125
3000,6900,28,67486,0,0,0,0,0,"32","201",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,161.125
3000,7500,26,0,6,4,3,1,0,"32","201",2,0,"2","2","2","0","0","0","0","0","0","0","0",0,137.625
500,4300,38,367328,0,0,0,0,0,"198","714",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,95.625
2000,6600,49,84124,0,0,0,0,0,"241","393",4,10,"2","0","0","0","0","0","0","0","0","0","0",0,81.875
500,5700,7,176797,3,0,0,3,0,"403","1234",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,136.375
500,3800,17,191088,0,0,0,0,0,"12","15",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,156.375
6000,8000,71,1164838,0,0,0,0,0,"33","44",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,101.375
10000,8800,93,1834182,0,0,0,0,0,"73","279",6,0,"0","0","0","0","0","1","0","0","0","0","0",0,68.625
8000,8800,34,28203,0,0,0,0,0,"32","52",4,7,"2","2","2","0","0","0","0","0","0","0","0",0,68.875
500,6300,11,74602,0,0,0,0,0,"392","675",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,116.625
3000,5800,59,0,49,7,10,9,2,"579","1073",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,76.375
500,6300,5,22239,4,1,1,3,1,"6","681",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,137.625
2000,5400,3,144712,2,0,0,2,0,"554","262",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,143.375
5000,8000,77,385852,0,0,0,0,0,"16","203",0,0,"0","0","0","0","0","0","2","0","0","0","0",0,112.125
500,6400,43,232964,0,0,0,0,0,"139","221",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,91.125
6000,9100,143,582649,0,0,0,0,0,"336","565",0,0,"0","0","0","0","0","1","2","1","2","0","0",0,53.625
500,7600,71,228284,0,0,0,0,0,"226","8",4,0,"2","2","0","0","0","0","0","0","0","0","0",0,357.125
2000,7200,66,148530,0,0,0,0,0,"39","635",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,67.625
6000,8400,136,1345876,0,0,0,0,0,"23","445",2,0,"0","0","0","0","0","1","2","0","0","0","1",2,253.875
3000,7000,64,437694,0,0,0,0,0,"36","44",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,142.625
500,5500,10,152120,0,0,0,0,0,"406","174",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,5900,26,0,0,0,0,0,0,"365","621",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,7800,58,25120,0,0,0,0,0,"125","199",4,0,"2","0","2","0","0","0","0","0","0","0","0",0,213.375
3000,8700,74,222511,0,0,0,0,0,"32","48",4,0,"2","2","2","0","0","1","2","0","0","0","0",0,103.875
2000,6000,31,55669,37,15,12,19,10,"12","1362",2,0,"2","0","0","0","0","0","0","0","0","0","0",0,269.375
16000,8400,93,1616915,0,0,0,0,0,"364","40",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,74.625
5000,7700,48,513282,0,0,0,0,0,"32","49",4,0,"2","2","2","0","0","0","2","0","0","0","0",0,96.875
15000,9600,146,2479325,0,0,0,0,0,"221","361",0,0,"0","0","0","0","0","1","2","0","0","0","0",2,301.125
11000,8300,126,639700,0,0,0,0,0,"54","80",0,2,"0","0","0","0","0","0","2","0","0","0","0",0,232.375
500,6100,86,0,0,0,0,0,0,"51","70",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,268.625
2000,7000,44,1014891,0,0,0,0,0,"33","284",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,119.125
500,6400,43,0,1,1,0,1,1,"589","1089",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,17.375
2000,7700,71,1153618,0,0,0,0,0,"10","860",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,123.625
10000,9000,96,1329383,0,0,0,0,0,"1","385",0,0,"0","0","0","0","0","1","0","1","0","0","0",5,117.875
500,2800,51,233505,0,0,0,0,0,"252","447",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,151.625
500,4600,44,487737,29,1,13,11,1,"395","19",8,0,"0","0","0","0","0","0","0","0","0","0","0",0,137.625
2000,4800,5,37066,0,0,0,0,0,"6","10",0,0,"2","0","0","0","0","0","0","0","0","0","0",0,133.125
3000,6800,88,240488,0,0,0,0,0,"258","414",0,0,"0","0","0","0","0","0","2","0","0","0","0",0,61.875
3000,6500,93,62744,0,0,0,0,0,"113","181",2,16,"0","0","0","0","0","0","0","0","0","0","0",0,263.625
500,7500,64,91439,10,3,2,5,3,"73","279",6,0,"0","0","0","0","0","1","0","0","0","0","0",0,340.625
500,7800,87,2241,3,1,0,2,1,"487","900",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,312.625
2000,6700,19,67486,0,0,0,0,0,"32","201",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,161.125
500,7200,73,20658,0,0,0,0,0,"171","270",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,355.875
2000,7500,67,2330,0,0,0,0,0,"16","210",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,81.625
3000,7900,64,145077,47,4,24,12,3,"30","44",4,0,"2","2","2","2","0","0","0","0","0","0","0",0,340.625
16000,8800,55,16504,26,11,13,9,5,"32","52",7,0,"2","2","2","0","0","0","0","0","0","0","0",0,66.375
5000,7700,88,537923,0,0,0,0,0,"254","407",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,82.875
500,5400,17,64356,2,0,0,2,0,"304","281",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,137.625
500,6300,51,195081,0,0,0,0,0,"240","291",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,110.875
500,4300,4,180029,0,0,0,0,0,"9","481",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,124.875
500,7000,67,121700,0,0,0,0,0,"352","597",2,0,"0","0","0","0","0","1","0","0","0","0","0",0,313.875
2000,7100,80,121700,0,0,0,0,0,"352","597",2,0,"0","0","0","0","0","1","2","0","0","0","0",0,313.875
5000,8100,135,451502,0,0,0,0,0,"297","490",0,6,"0","0","0","0","0","1","2","0","0","0","0",0,243.875
2000,7800,57,12461,0,0,0,0,0,"50","199",7,0,"2","0","2","0","0","0","0","0","0","0","0",0,123.625
2000,6100,27,459861,0,0,0,0,0,"4","5",2,0,"2","2","2","2","0","0","0","0","0","0","0",0,243.875
2000,7100,45,0,0,0,0,0,0,"33","42",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,260.375
500,4600,45,92257,0,0,0,0,0,"220","240",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,103.875
500,4000,30,396868,10,2,4,6,2,"555","1044",3,0,"0","0","0","0","0","0","0","0","0","0","0",0,108.375
2000,6900,48,204611,0,0,0,0,0,"64","96",2,0,"0","0","2","0","0","0","0","0","0","0","0",0,102.875
5000,8500,97,648530,0,0,0,0,0,"114","190",0,6,"0","0","0","0","0","1","2","0","0","0","0",0,106.375
3000,8200,55,467424,0,0,0,0,0,"29","38",2,0,"2","2","0","0","0","0","2","0","0","0","0",0,155.375
2000,6900,31,688576,0,0,0,0,0,"64","96",2,0,"0","0","2","0","0","0","0","0","0","0","0",0,133.375
3000,9200,113,752566,0,0,0,0,0,"23","32",2,0,"0","0","0","0","0","1","2","0","0","0","0",0,229.875
21000,8700,78,1172663,34,14,17,9,6,"32","48",7,0,"2","2","2","0","0","1","2","0","0","0","0",0,87.375
13000,9700,112,2089715,0,0,0,0,0,"221","361",0,0,"0","0","0","0","0","1","2","0","0","0","0",2,301.125
3000,8600,113,850081,0,0,0,0,0,"32","38",2,0,"2","2","0","0","0","0","0","0","0","0","0",0,357.875
2000,7700,82,241135,0,0,0,0,0,"136","218",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,362.875
500,6000,46,398306,0,0,0,0,0,"159","250",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,112.125
2000,8100,29,72764,0,0,0,0,0,"4","4",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,140.375
5000,7000,39,779723,0,0,0,0,0,"5","5",2,0,"2","2","2","2","0","0","0","0","0","0","0",0,245.125
2000,6700,82,0,26,15,4,13,6,"15","22",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,220.375
3000,7500,59,769387,34,12,14,15,9,"51","179",6,0,"0","0","0","0","0","1","2","0","0","0","0",0,115.375
26000,7400,66,1242470,99,10,48,28,6,"57","1118",4,0,"0","0","2","0","0","0","0","0","0","0","0",0,124.375
2000,8100,98,506824,0,0,0,0,0,"105","169",0,0,"0","0","0","0","0","1","0","0","0","0","0",0,249.625
47000,8400,72,3030132,89,22,30,61,17,"30","39",4,0,"2","2","2","2","0","0","0","0","0","0","0",0,38.375
2000,6100,112,49260,0,0,0,0,0,"58","85",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,43.375
5000,3200,49,0,49,1,37,6,0,"647","1263",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,124.375
500,7400,40,115259,2,0,0,2,0,"418","372",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,256.625
6000,8200,103,907724,0,0,0,0,0,"254","486",2,4,"0","0","0","0","0","0","0","1","0","0","0",16,109.625
2000,6900,22,76488,0,0,0,0,0,"32","201",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,137.875
2000,8600,89,1006612,0,0,0,0,0,"387","657",3,0,"0","0","0","0","0","0","0","0","0","0","0",0,108.375
2000,7000,86,70234,0,0,0,0,0,"51","497",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,264.875
500,6800,49,0,0,0,0,0,0,"4","7",4,0,"2","2","2","0","0","0","0","0","0","0","0",0,74.625
10000,8500,107,793713,0,0,0,0,0,"10","123",4,0,"0","0","0","0","0","0","0","0","0","0","0",0,60.625
3000,8300,26,534158,0,0,0,0,0,"4","6",7,0,"2","2","2","0","0","0","0","0","0","0","0",0,91.125
2000,7600,73,74139,0,0,0,0,0,"37","53",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,313.875
500,4800,77,25811,0,0,0,0,0,"278","570",2,0,"0","0","0","0","0","0","0","0","0","0","0",0,320.875
3000,7100,60,924460,0,0,0,0,0,"31","40",2,0,"0","0","0","0","0","0","2","0","0","0","0",0,133.125
500,1600,13,0,0,0,0,0,0,"93","397",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,306.875
6000,7300,85,546056,0,0,0,0,0,"34","260",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,63.125
2000,5500,76,0,0,0,0,0,0,"190","300",0,4,"0","0","0","0","0","0","0","0","0","0","0",0,344.375
500,5400,37,331563,0,0,0,0,0,"64","360",4,0,"2","0","2","0","0","0","0","0","0","0","0",0,293.125
500,5400,56,564834,0,0,0,0,0,"225","369",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,338.125
2000,7400,60,94900,0,0,0,0,0,"113","495",0,0,"0","0","0","0","0","0","0","0","0","0","0",0,243.875
