"Outcome_M11","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_3","Quan_16","Cat_110","Cat_245","Cat_349","Cat_403","Cat_467","Cat_469","Cat_470","Cat_494","Cat_498"
500,7600,57,135646,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"179",6,"0","0","0","0","0","0","0","0","0"
2000,3500,6,47904,42,2,37,5,0,"391",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6000,7,440417.6367713,1,0,0,1,0,"46",8,"0","0","0","0","0","0","0","0","0"
2000,8100,53,603869,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"98",8,"0","0","0","0","0","0","0","0","0"
500,6800,13,685970,48,2,30,5,0,"46",4,"0","0","0","0","0","0","0","0","0"
3000,8800,141,873287,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"20",8,"0","0","0","0","0","2","0","0","0"
500,7500,66,312,0,0,0,0,0,"96",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5500,16,64356,2,0,0,2,0,"304",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,7500,59,440417.6367713,23,7,7,6,2,"264",2,"0","0","0","0","1","2","0","0","0"
500,4000,18,114640,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"162",2,"2","0","0","0","0","0","0","0","0"
500,6000,18,299523,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,7900,81,123327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"34",4,"0","0","0","1","0","2","0","0","0"
500,7800,70,381,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"267",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5900,94,317271,6,2,2,4,2,"335",9.45927601809955,"0","0","0","0","0","0","0","0","0"
8000,9300,156,922361,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1",9.45927601809955,"0","0","0","1","1","0","1","1","1"
500,5100,30,308925,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"132",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5300,4,440417.6367713,0,0,0,0,0,"9",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5000,8,180029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5400,83,540020,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"14",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7500,49,440417.6367713,1,1,0,0,0,"449",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6400,34,19555,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97",8,"2","0","0","0","0","0","0","0","0"
500,7000,50,87643,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"136",16,"0","0","0","0","0","0","0","0","0"
500,4800,67,315645,46,1,36,7,1,"100",4,"2","0","0","0","0","0","0","0","0"
2000,7500,61,257699,37,13,4,27,10,"38",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6987.22826086957,2,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"194",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8300,49,411958,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",10,"0","0","0","0","0","2","0","0","0"
500,5200,68,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"329",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7600,39,440417.6367713,2,1,1,1,1,"454",2,"2","0","0","0","1","0","0","1","1"
500,7000,30,22522,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"277",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8600,56,114820,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"142",12,"0","0","0","0","0","2","0","0","0"
6000,7000,61,513190,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10",2,"2","0","0","0","0","0","0","0","0"
2000,8100,49,18034,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",4,"0","0","0","0","0","2","0","0","0"
500,8300,69,14306,8,4,3,2,2,"142",12,"0","0","0","0","0","0","0","0","0"
500,5700,29,8895,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"228",4,"0","0","0","0","0","0","0","0","0"
2000,7700,119,241135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"136",12,"0","0","0","0","0","0","0","0","0"
2000,8700,128,1749217,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"79",60,"3","0","0","0","1","2","0","1","0"
2000,9200,80,922361,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1",9.45927601809955,"0","0","0","1","1","2","1","1","1"
500,6200,47,4315,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"379",16,"0","0","0","0","0","0","0","0","0"
500,6000,5,152120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"406",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6300,83,334974,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"278",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7500,27,6274,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"34",4,"2","0","0","0","0","0","0","0","0"
2000,8100,111,670440,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"411",12,"0","0","0","0","0","2","0","0","0"
500,7700,48,6274,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"34",4,"2","0","0","0","0","0","0","0","0"
500,6200,59,746269,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8",9.45927601809955,"0","0","0","0","1","0","0","1","0"
500,7100,94,123467,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"97",12,"2","0","0","0","0","0","0","0","0"
500,7600,89,90686,33,10,17,19,7,"131",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7600,71,4538,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"385",4,"3","0","0","0","0","0","0","0","0"
500,8200,77,242674,31,4,13,9,2,"32",7,"0","0","0","0","0","0","0","0","0"
500,8300,101,673497,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114",9.45927601809955,"0","0","0","1","1","0","0","0","0"
500,5400,3,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"104",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6100,38,391657,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"237",2,"0","0","0","0","0","0","0","0","0"
500,5500,50,55958,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48",2,"2","0","0","1","0","0","0","0","0"
500,6200,93,341566,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"227",8,"0","0","0","0","0","0","0","0","0"
3000,8100,73,883301,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"75",16,"0","0","0","0","0","2","1","0","0"
500,7400,33,440417.6367713,4,3,2,1,0,"32",2,"0","0","0","0","0","0","0","0","0"
2000,5700,42,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"408",8,"0","2","0","0","1","0","0","0","0"
500,8900,110,674410,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"55",8,"0","0","0","0","1","2","0","0","0"
500,7600,39,513282,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",10,"0","0","0","0","0","2","0","0","0"
500,6200,30,84124,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"241",12,"0","0","0","0","0","0","0","0","0"
500,5900,39,440417.6367713,6,2,0,6,2,"499",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7200,39,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",8,"0","0","0","0","0","0","0","0","0"
2000,6900,65,440417.6367713,25,15,4,13,6,"15",8,"0","0","0","0","1","0","0","0","0"
500,6100,11,221857,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"107",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5900,54,9772,1,1,0,1,1,"143",9.45927601809955,"3","0","0","0","0","0","0","0","0"
5000,8600,137,4365238,204,73,39,83,46,"8",18,"3","0","0","0","1","0","0","1","1"
500,5400,22,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"365",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8300,72,304545,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31",6,"0","0","0","0","0","0","0","0","0"
500,8500,103,169907,54,20,21,42,16,"424",12,"0","0","0","0","1","2","0","1","0"
500,8000,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"253",8,"0","0","0","0","1","0","0","0","0"
500,5200,7,86725,5,3,0,3,2,"6",4,"0","0","0","0","0","0","0","0","0"
500,8400,10,440417.6367713,1,0,0,0,0,"70",9.45927601809955,"3","0","0","0","0","0","0","0","0"
500,7000,8,327421,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"50",4,"0","0","0","0","0","0","0","0","0"
2000,5900,49,95291,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"48",9.45927601809955,"4","0","0","0","0","0","0","0","0"
500,6400,73,398306,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"159",9.45927601809955,"0","0","0","0","0","0","0","1","1"
500,6900,28,67486,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",2,"0","0","0","1","0","0","0","0","0"
500,7500,26,440417.6367713,6,4,3,1,0,"32",4,"0","0","0","0","0","0","0","0","0"
500,4300,38,367328,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"198",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6600,49,84124,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"241",10,"0","0","0","0","0","0","0","0","0"
500,5700,7,176797,3,0,0,3,0,"403",9.45927601809955,"4","0","0","0","0","0","0","0","0"
500,3800,17,191088,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8000,71,1164838,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33",4,"0","0","0","0","0","0","0","0","0"
500,8800,93,1834182,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"73",6,"2","0","0","0","1","0","0","1","0"
500,8800,34,28203,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",12,"0","0","0","0","0","0","0","0","0"
500,6300,11,74602,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"392",9.45927601809955,"0","0","0","0","1","0","0","0","0"
500,5800,59,440417.6367713,49,7,10,9,2,"579",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6300,5,22239,4,1,1,3,1,"6",2,"0","0","0","0","0","0","0","0","0"
500,5400,3,144712,2,0,0,2,0,"554",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,8000,77,385852,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16",16,"3","0","0","0","0","2","0","0","0"
500,6400,43,232964,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"139",9.45927601809955,"2","0","0","0","0","0","0","0","0"
5000,9100,143,582649,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"336",9.45927601809955,"0","0","0","0","1","2","1","1","0"
500,7600,71,228284,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"226",4,"0","0","0","0","0","0","0","0","0"
500,7200,66,148530,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"39",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,8400,136,1345876,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"23",2,"4","0","0","1","1","2","0","1","1"
2000,7000,64,437694,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"36",4,"0","0","0","0","0","0","0","0","0"
500,5500,10,152120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"406",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,5900,26,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"365",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7800,58,25120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"125",2,"0","0","0","0","0","0","0","0","0"
2000,8700,74,222511,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",20,"0","0","0","0","1","2","0","0","0"
500,6000,31,55669,37,15,12,19,10,"12",16,"0","0","0","0","0","0","0","0","0"
2000,8400,93,1616915,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"364",8,"0","0","0","0","1","0","0","0","0"
500,7700,48,513282,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",10,"0","0","0","0","0","2","0","0","0"
10000,9600,146,2479325,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"221",16,"3","0","2","1","1","2","0","1","0"
3000,8300,126,639700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"54",2,"2","0","0","0","0","2","0","0","0"
500,6100,86,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51",4,"0","0","0","0","0","0","0","0","0"
500,7000,44,1014891,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6400,43,440417.6367713,1,1,0,1,1,"589",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7700,71,1153618,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10",8,"2","0","0","0","0","0","0","0","0"
3000,9000,96,1329383,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1",9.45927601809955,"0","0","0","1","1","0","1","1","0"
500,2800,51,233505,0,0,0,0,0,"252",8,"0","0","0","0","0","0","0","0","0"
500,4600,44,487737,29,1,13,11,1,"395",4,"0","0","0","0","0","0","0","0","0"
500,4800,5,37066,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,6800,88,240488,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"258",9.45927601809955,"0","0","0","0","0","2","0","0","0"
2000,6500,93,62744,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"113",16,"3","0","0","0","0","0","0","0","0"
500,7500,64,91439,10,3,2,5,3,"73",6,"2","0","0","0","1","0","0","0","0"
500,7800,87,2241,3,1,0,2,1,"487",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6700,19,67486,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",2,"0","0","0","0","0","0","0","0","0"
500,7200,73,20658,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"171",2,"0","0","0","0","0","0","0","0","0"
500,7500,67,2330,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,7900,64,145077,47,4,24,12,3,"30",24,"0","0","0","0","0","0","0","0","0"
500,8800,55,16504,26,11,13,9,5,"32",12,"0","0","0","0","0","0","0","0","0"
2000,7700,88,537923,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"254",20,"0","0","0","0","1","0","0","1","0"
500,5400,17,64356,2,0,0,2,0,"304",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,6300,51,195081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"240",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,4300,4,180029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9",9.45927601809955,"0","0","0","0","0","0","0","0","0"
2000,7000,67,121700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"352",4,"4","0","0","0","1","0","0","0","0"
2000,7100,80,121700,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"352",4,"4","0","0","0","1","2","0","0","0"
2000,8100,135,451502,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"297",6,"2","0","0","0","1","2","0","1","0"
500,7800,57,12461,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"50",4,"0","0","0","0","0","0","0","0","0"
500,6100,27,459861,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",2,"0","0","0","0","0","0","0","0","0"
500,7100,45,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"33",9.45927601809955,"0","0","0","0","1","0","0","0","0"
500,4600,45,92257,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"220",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,4000,30,396868,10,2,4,6,2,"555",9.45927601809955,"2","0","0","0","0","0","0","0","0"
500,6900,48,204611,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"64",2,"0","0","0","0","0","0","0","0","0"
2000,8500,97,648530,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"114",6,"3","0","0","0","1","2","0","0","0"
2000,8200,55,467424,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"29",2,"0","0","0","0","0","2","0","0","0"
500,6900,31,688576,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"64",2,"0","0","0","0","0","0","0","0","0"
5000,9200,113,752566,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"23",2,"0","0","0","0","1","2","0","1","0"
3000,8700,78,1172663,34,14,17,9,6,"32",22,"0","0","0","0","1","2","0","0","0"
8000,9700,112,2089715,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"221",16,"3","0","2","1","1","2","0","1","0"
2000,8600,113,850081,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",2,"0","0","0","0","0","0","0","0","0"
2000,7700,82,241135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"136",12,"0","0","0","0","0","0","0","0","0"
500,6000,46,398306,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"159",9.45927601809955,"0","0","0","0","1","0","0","1","0"
500,8100,29,72764,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",8,"0","0","0","0","0","0","0","0","0"
2000,7000,39,779723,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5",2,"0","0","0","0","0","0","0","0","0"
500,6700,82,440417.6367713,26,15,4,13,6,"15",8,"0","0","0","0","1","0","0","0","0"
500,7500,59,769387,34,12,14,15,9,"51",12,"0","0","0","0","1","2","0","1","0"
3000,7400,66,1242470,99,10,48,28,6,"57",4,"3","0","0","0","0","0","0","0","0"
2000,8100,98,506824,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105",9.45927601809955,"0","0","0","0","1","0","0","1","0"
2000,8400,72,3030132,89,22,30,61,17,"30",6,"0","0","0","0","0","0","0","0","0"
500,6100,112,49260,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"58",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,3200,49,440417.6367713,49,1,37,6,0,"647",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7400,40,115259,2,0,0,2,0,"418",4,"0","0","0","0","0","0","0","0","0"
2000,8200,103,907724,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"254",4,"2","0","0","1","0","0","1","0","0"
500,6900,22,76488,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"32",2,"0","0","0","0","0","0","0","0","0"
2000,8600,89,1006612,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"387",4,"0","0","0","0","0","0","0","0","0"
500,7000,86,70234,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"51",4,"0","0","0","0","0","0","0","0","0"
500,6800,49,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",12,"0","0","0","0","0","0","0","0","0"
2000,8500,107,793713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"10",8,"2","0","0","0","0","0","0","0","0"
500,8300,26,534158,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4",10,"0","0","0","0","0","0","0","0","0"
500,7600,73,74139,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"37",8,"0","0","0","0","0","0","0","0","0"
500,4800,77,25811,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"278",9.45927601809955,"2","0","0","0","0","0","0","0","0"
2000,7100,60,924460,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31",8,"0","0","0","0","0","2","0","0","0"
500,1600,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"93",9.45927601809955,"0","0","2","0","0","0","0","0","0"
500,7300,85,546056,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"34",12,"0","0","0","0","0","0","0","0","0"
500,5500,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"190",4,"2","0","0","0","0","0","0","0","0"
2000,5400,37,331563,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"64",2,"0","0","0","0","0","0","0","0","0"
2000,5400,56,564834,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"225",9.45927601809955,"0","0","0","0","0","0","0","0","0"
500,7400,60,94900,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"113",8,"2","0","0","0","0","0","0","0","0"
