"Outcome_M7","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_10","Quan_11","Cat_2","Cat_3","Cat_4","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_349","Cat_388","Cat_400","Cat_466","Cat_467","Cat_469","Cat_470","Cat_494","Quan_27","Day_Of_Year_1"
500,2226,6900,8,439801,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","46","352",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,217.125
2000,2842,8100,135,380699,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","206","550",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,102.625
2000,2807,8000,70,30069,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"109","279","567",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,67.625
2000,1777,6300,37,1007988,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","77","150",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,133.375
500,2450,8500,77,503093,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12","168","398",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,75.875
2000,2345,7600,27,370537,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","227","371",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,336.125
8000,2506,8500,125,2408730,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","11",18,"0","0","0","0","0","0","1","0","1","2","0","1",0,131.875
500,3227,6400,76,440417.6367713,10,5,5,5,5,"5","20","1058",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,122.375
500,2499,6700,67,335300,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","402",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,124.875
500,2330,7900,58,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","198",8,"2","0","2","0","0","0","0","0","0","0","0","0",0,321.125
500,1904,6500,51,16442,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","97","151",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,260.375
2000,2653,6800,95,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","33","42",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,278.875
2000,2142,7200,35,924460,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","31","40",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,133.125
3000,1640,5100,50,25777,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","123","197",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,361.625
2000,2313,4500,60,561128,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","220","359",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,304.125
500,3262,5800,72,118199,50,8,17,34,4,"12","208","965",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,157.375
500,2639,7000,67,70234,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","51","497",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
2000,2331,5600,99,635484,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","156","245",4,"0","0","0","0","0","0","1","0","0","0","0","0",0,322.125
500,3220,4700,11,98168,0,0,0,0,0,"28","140","222",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,115.375
500,2100,7900,65,48840,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"20","150","236",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,91.125
3000,2856,9200,132,725087,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","55","81",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,116.625
500,3234,4900,51,440417.6367713,40,6,15,13,1,"42","580","1075",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,129.375
8000,2415,8300,76,1238684,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39",11.0857142857143,"2","2","2","2","0","2","1","2","1","0","0","0",0,40.875
2000,1780,7600,45,820707,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","31","40",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,136.375
2000,2835,5900,58,7701,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","414","729",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,95.625
2000,2254,6700,33,779723,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","5","5",11.0857142857143,"2","2","2","2","0","0","0","0","0","0","0","0",0,245.125
2000,2677,7500,125,518565,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","11","20",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,302.875
500,2239,6400,70,11971,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"18","32","350",11.0857142857143,"0","0","2","0","0","0","1","0","0","0","0","0",0,230.125
2000,3332,8500,111,326799,55,23,11,43,21,"13","23","733",11.0857142857143,"0","2","0","0","0","0","1","0","1","0","0","1",0,227.375
2000,2001,6900,59,598947,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","155","244",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,357.375
500,2240,7200,64,151404,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","20","346",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,231.125
500,3374,7500,82,367178,26,9,10,15,5,"53","607","1127",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,269.375
2000,2848,8000,92,664717,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","51","179",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,108.625
500,2975,6400,60,67691,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"102","393","676",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,235.625
2000,2504,7700,49,910668,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","51","179",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,129.875
500,2457,3700,7,128209,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","194","382",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,82.875
500,2527,7100,34,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","180","285",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,152.875
2000,2107,8200,66,18034,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,98.125
2000,1778,4600,60,631652,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","100","156",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,134.375
2000,2751,7900,36,483256,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","51",11.0857142857143,"2","2","2","0","0","0","1","0","0","0","0","0",0,11.625
500,2863,7500,60,242444,6,0,2,1,0,"60","38","664",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,123.625
2000,2499,6700,104,335300,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","402",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,124.875
2000,2835,5800,59,7701,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"27","414","729",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,95.625
2000,2504,7800,68,910668,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","51","179",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,129.875
500,2856,8000,89,860321,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","16","108",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,116.625
500,2499,8700,85,28164,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","276","450",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,124.875
2000,1652,7800,138,373658,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"2","2","2",8,"0","0","0","0","0","0","1","0","1","0","0","1",0,8.375
2000,2254,7400,72,622980,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","128","205",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,245.125
500,2849,5900,8,934,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"8","467","864",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,109.625
5000,3243,4700,11,224077,88,8,63,7,1,"59","357","1166",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,138.375
500,1420,7900,118,1073298,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","116","185",11.0857142857143,"0","0","0","0","0","2","0","0","0","0","0","0",0,141.625
2000,2863,8600,115,1348716,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","165","566",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",1,123.625
500,1883,5300,39,73152,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","67",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,239.375
5000,2947,9500,166,1784743,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","165","259",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,207.625
500,2485,6100,12,166048,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"12","255","409",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,110.875
500,3192,6500,3,194305,5,1,2,2,1,"5","6","17",11.0857142857143,"0","0","2","0","0","0","0","0","0","0","0","0",0,87.375
500,2583,6600,100,388256,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"87","16","437",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,208.875
500,2772,4400,84,108948,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","251","672",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,32.625
500,2639,6600,47,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","131","492",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
5000,2982,8800,104,1247336,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","35","367",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,242.625
500,2695,7000,87,37215,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"13","278","460",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,320.875
5000,3101,7900,62,940341,34,10,8,20,8,"60","38","763",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","1",0,361.625
2000,1953,8100,67,40535,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","34","47",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,309.375
2000,2519,6100,79,631407,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","100","156",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,144.875
2000,2614,9000,185,744808,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","274","444",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,239.875
5000,2051,8100,55,1503860,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39",11.0857142857143,"2","2","2","2","0","2","0","0","0","0","0","0",0,42.125
500,2086,5400,36,37394,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","312",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,77.125
3000,2877,8800,126,649910,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","153","410",8,"0","0","0","0","0","0","1","0","0","0","0","0",0,137.625
500,2029,5900,30,220062,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","266",11.0857142857143,"2","2","0","0","0","0","0","0","0","0","0","0",0,20.125
500,2582,4800,11,75453,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","362","618",11.0857142857143,"2","2","0","0","0","0","0","0","0","0","0","0",0,207.875
500,2653,6700,117,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","33","42",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,278.875
2000,2891,7500,58,360652,8,2,2,4,2,"53","107","264",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",1,151.625
13000,3059,9400,142,2363963,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"41","75","646",11.0857142857143,"0","2","0","0","2","0","1","0","1","2","1","1",0,319.625
500,2275,6500,54,94125,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","218","356",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,266.125
2000,2366,7400,46,228284,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","226","8",11.0857142857143,"2","2","0","0","0","0","0","0","0","0","0","0",0,357.125
500,2597,4900,59,12871,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"61","279","456",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,222.875
2000,2067,5400,91,214370,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","161","254",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,58.125
500,2436,3500,5,22501,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","6","386",11.0857142857143,"2","0","2","0","0","0","0","0","0","0","0","0",0,61.875
2000,1610,8200,89,397585,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"19","39","55",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,331.625
2000,2506,7900,97,352519,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","57","541",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,131.875
500,3325,5900,44,373752,42,1,23,22,0,"9","16","1350",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,220.375
2000,2347,8600,84,114820,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","142","374",12,"0","0","0","0","0","0","1","0","0","2","0","0",0,338.125
500,3150,6100,92,305595,26,9,12,22,8,"19","39","252",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,45.375
2000,3220,6100,5,227165,13,1,8,2,0,"5","9","382",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,115.375
6000,2051,8300,77,1503860,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","39",11.0857142857143,"2","2","2","2","0","2","1","2","0","0","0","0",0,42.125
500,2639,6400,100,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","299","496",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,264.875
6000,3178,9000,136,2180621,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","154","243",16,"0","0","0","0","0","0","1","0","1","0","0","1",0,73.375
500,2508,7900,106,538747,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","35","448",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,133.875
2000,3038,9100,80,262738,15,3,4,7,2,"13","23","32",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,298.625
2000,2492,8200,87,1815872,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","78","128",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,117.875
2000,2001,6800,50,598947,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","155","244",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,357.375
2000,2863,7700,57,1153618,38,0,17,14,0,"5","10","860",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,123.625
500,3038,7100,7,440417.6367713,1,1,0,1,1,"82","270","854",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,298.625
500,2716,6900,52,25475,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","88","158",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,341.875
500,2065,5700,50,77366,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","143","226",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,56.125
3000,2715,8100,72,394304,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","30","44",11.0857142857143,"2","2","2","2","0","0","1","0","0","0","0","0",0,340.875
500,2107,7600,57,135646,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","179","282",11.0857142857143,"0","2","0","0","0","0","0","0","0","0","0","0",0,98.125
2000,3243,3500,6,47904,42,2,37,5,0,"60","391","1193",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,138.375
500,2884,6000,7,440417.6367713,1,0,0,1,0,"27","46","677",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,144.625
500,2268,8100,53,603869,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","98","153",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,259.125
2000,3229,6800,13,685970,48,2,30,5,0,"53","46","1134",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,124.375
3000,1421,8800,141,873287,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","20","87",8,"0","0","0","0","0","0","1","0","0","2","0","0",0,142.625
500,3248,7500,66,312,0,0,0,0,0,"9","96","891",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,143.375
500,2877,5500,16,64356,2,0,0,2,0,"60","304","281",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,137.625
2000,3213,7500,59,440417.6367713,23,7,7,6,2,"176","264","422",11.0857142857143,"0","0","0","0","0","0","0","0","1","2","0","0",0,108.375
500,2107,4000,18,114640,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"60","162","256",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,98.125
500,1722,6000,18,299523,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","196",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,78.375
3000,1646,7900,81,123327,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","34","43",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,2.375
500,2429,7800,70,381,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"84","267","428",11.0857142857143,"0","0","0","2","0","0","1","0","0","0","0","0",0,54.875
2000,2940,5900,94,317271,6,2,2,4,2,"13","335","564",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,200.625
8000,1539,9300,156,922361,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","1","1",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","1","1",4,260.625
500,2142,5100,30,308925,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","132","212",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,133.125
500,2863,5300,4,440417.6367713,0,0,0,0,0,"5","9","890",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,123.625
500,2499,5000,8,180029,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"4","9","481",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.875
500,1596,5400,83,540020,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","14","20",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,317.625
500,2968,7500,49,440417.6367713,1,1,0,0,0,"144","449","833",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,228.625
500,2450,6400,34,19555,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","97","151",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,75.875
3000,1981,7000,50,87643,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","136","218",16,"0","0","0","0","0","0","0","0","0","0","0","0",0,337.375
2000,3229,4800,67,315645,46,1,36,7,1,"45","100","1122",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,124.375
5000,3367,7500,61,257699,37,13,4,27,10,"29","38","79",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,262.375
500,2807,6987.22826086957,2,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","194","760",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,67.625
8000,2471,8300,49,411958,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"3","4","6",11.0857142857143,"2","2","2","0","0","0","1","0","0","2","0","0",0,96.875
500,2613,5200,68,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"105","329","549",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,238.875
500,3101,7600,39,440417.6367713,2,1,1,1,1,"82","454","841",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,361.625
2000,2849,7000,30,22522,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","277","451",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,109.625
2000,2347,8600,56,114820,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"56","142","374",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,338.125
6000,2371,7000,61,513190,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","10","123",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,362.125
2000,2107,8100,49,18034,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"17","32","48",11.0857142857143,"2","2","2","0","0","0","0","0","0","2","0","0",0,98.125
500,3186,8300,69,14306,8,4,3,2,2,"56","142","1010",11.0857142857143,"2","0","0","0","0","0","0","0","0","0","0","0",0,81.375
500,2365,5700,29,8895,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"75","228","372",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,356.125
2000,2737,7700,119,241135,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","136","218",12,"0","0","0","0","0","0","1","0","0","0","0","0",0,362.875
2000,2499,8700,128,1749217,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","79","129",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","0","1",0,124.875
3000,1904,9200,80,922361,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"1","1","1",11.0857142857143,"0","0","0","0","0","0","1","0","1","2","1","1",3,260.375
500,2814,6200,47,4315,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","379","642",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,74.625
500,2842,6000,5,152120,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"53","406","174",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,102.625
500,2639,6300,83,334974,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"60","278","455",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,264.875
500,2638,7500,27,6274,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","34","47",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,263.875
2000,3066,8100,111,670440,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"42","411","725",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","0","0",0,326.625
500,2506,7700,48,6274,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"16","34","47",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,131.875
2000,1949,6200,59,746269,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","8","18",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","1",0,305.375
2000,1652,7100,94,123467,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"45","97","152",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,8.375
2000,3171,7600,89,90686,33,10,17,19,7,"5","131","18",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,66.375
500,3171,7600,71,4538,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","385","655",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,66.375
500,3038,8200,77,242674,31,4,13,9,2,"17","32","48",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,298.625
2000,2527,8300,101,673497,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"28","114","274",11.0857142857143,"0","0","0","0","0","0","1","0","1","0","0","0",0,152.875
500,2856,5400,3,440417.6367713,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","104","863",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,116.625
500,2443,6100,38,391657,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"31","237","388",11.0857142857143,"0","0","0","0","0","0","0","0","0","0","0","0",0,68.875
500,1722,5500,50,55958,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"26","48","67",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,78.375
3000,2730,6200,93,341566,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"5","227","305",11.0857142857143,"0","0","0","0","0","0","1","0","0","0","0","0",0,355.875
5000,2485,8100,73,883301,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"6","75","413",11.0857142857143,"0","0","0","0","0","0","1","0","0","2","1","0",0,110.875
500,2877,7400,33,440417.6367713,4,3,2,1,0,"17","32","201",11.0857142857143,"2","2","2","0","0","0","0","0","0","0","0","0",0,137.625
500,2870,5700,42,181085,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"9","408","715",11.0857142857143,"0","0","0","0","0","0","0","0","1","0","0","0",0,130.625
2000,1974,8900,110,674410,29.7883211678832,8.66058394160584,10.5,16.0182481751825,6.06204379562044,"7","55","81",8,"0","0","0","0","0","0","1","0","1","2","0","0",0,330.375
