"Outcome_M9","Quan_2","Quan_3","Quan_4","Quan_5","Quan_7","Quan_8","Quan_9","Quan_10","Quan_13","Quan_14","Cat_4","Quan_18","Cat_349","Cat_359","Cat_388","Quant_24","Quant_25","Cat_469","Cat_470","Cat_494","Quan_27"
500,3200,49,0,49,37,49,49,6,6,6,"1263",0,"0","0","0",0,0,"0","0","0",0
500,7400,40,115259,2,0,2,2,2,2,2,"372",0,"0","0","0",3,3,"0","0","0",0
3000,8200,103,907724,0,0,0,0,0,0,0,"486",4,"0","0","0",0,0,"0","1","0",16
500,6900,22,76488,0,0,0,0,0,0,0,"201",0,"0","0","0",64,64,"0","0","0",0
2000,8600,89,1006612,0,0,0,0,0,0,0,"657",0,"0","0","0",0,0,"0","0","0",0
500,7000,86,70234,0,0,0,0,0,0,0,"497",0,"0","0","0",42,42,"0","0","0",0
500,6800,49,0,0,0,0,0,0,0,0,"7",0,"0","0","0",0,0,"0","0","0",0
2000,8500,107,793713,0,0,0,0,0,0,0,"123",0,"0","0","0",0,0,"0","0","0",0
2000,8300,26,534158,0,0,0,0,0,0,0,"6",0,"0","0","0",0,0,"0","0","0",0
500,7600,73,74139,0,0,0,0,0,0,0,"53",0,"0","0","0",0,0,"0","0","0",0
500,4800,77,25811,0,0,0,0,0,0,0,"570",0,"0","0","0",2,0,"0","0","0",0
2000,7100,60,924460,0,0,0,0,0,0,0,"40",0,"0","0","0",75,75,"2","0","0",0
500,1600,13,0,0,0,0,0,0,0,0,"397",0,"2","0","0",0,0,"0","0","0",0
500,7300,85,546056,0,0,0,0,0,0,0,"260",0,"0","0","0",0,0,"0","0","0",0
500,5500,76,0,0,0,0,0,0,0,0,"300",4,"0","0","0",0,0,"0","0","0",0
2000,5400,37,331563,0,0,0,0,0,0,0,"360",0,"0","0","0",81,81,"0","0","0",0
2000,5400,56,564834,0,0,0,0,0,0,0,"369",0,"0","0","0",10,0,"0","0","0",0
2000,7400,60,94900,0,0,0,0,0,0,0,"495",0,"0","0","2",55,55,"0","0","0",0
