"Outcome_M8","Date_1","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_2","Cat_3","Cat_4","Cat_15","Quan_18","Cat_139","Cat_245","Cat_392","Cat_469","Cat_470","Cat_484","Cat_494","Cat_501","Cat_513"
500,3186,8300,69,14306,8,4,3,8,8,2,2,2,2,"56","142","1010","3",0,"0","0","0","0","0","0","0","0","0"
500,2365,5700,29,8895,0,0,0,0,0,0,0,0,0,"75","228","372","4",0,"0","0","0","0","0","0","0","0","0"
500,2737,7700,119,241135,0,0,0,0,0,0,0,0,0,"28","136","218","1",12,"0","0","0","0","0","0","0","0","0"
2000,2499,8700,128,1749217,0,0,0,0,0,0,0,0,0,"42","79","129","1",0,"0","0","0","2","0","0","1","0","0"
2000,1904,9200,80,922361,0,0,0,0,0,0,0,0,0,"1","1","1","1",0,"0","0","0","2","1","0","1","0","0"
500,2814,6200,47,4315,0,0,0,0,0,0,0,0,0,"28","379","642","2",0,"0","0","0","0","0","0","0","0","0"
500,2842,6000,5,152120,0,0,0,0,0,0,0,0,0,"53","406","174","3",0,"0","0","0","0","0","0","0","0","0"
500,2639,6300,83,334974,0,0,0,0,0,0,0,0,0,"60","278","455","1",0,"0","0","0","0","0","0","0","0","0"
500,2638,7500,27,6274,0,0,0,0,0,0,0,0,0,"16","34","47","2",0,"0","0","0","0","0","0","0","0","0"
5000,3066,8100,111,670440,0,0,0,0,0,0,0,0,0,"42","411","725","20",0,"0","0","0","2","0","0","0","0","0"
500,2506,7700,48,6274,0,0,0,0,0,0,0,0,0,"16","34","47","2",0,"0","0","0","0","0","0","0","0","0"
3000,1949,6200,59,746269,0,0,0,0,0,0,0,0,0,"5","8","18","2",0,"0","0","2","0","0","0","1","0","0"
2000,1652,7100,94,123467,0,0,0,0,0,0,0,0,0,"45","97","152","2",0,"0","0","0","0","0","0","0","0","0"
2000,3171,7600,89,90686,33,10,17,33,33,19,7,19,19,"5","131","18","2",0,"0","0","0","0","0","0","0","0","0"
500,3171,7600,71,4538,0,0,0,0,0,0,0,0,0,"28","385","655","19",0,"0","0","0","0","0","0","0","0","0"
2000,3038,8200,77,242674,31,4,13,31,31,9,2,9,9,"17","32","48","3",0,"0","0","0","0","0","0","0","0","0"
2000,2527,8300,101,673497,0,0,0,0,0,0,0,0,0,"28","114","274","2",0,"0","0","0","0","0","0","0","0","0"
500,2856,5400,3,0,0,0,0,0,0,0,0,0,0,"5","104","863","3",0,"0","0","0","0","0","0","0","0","0"
500,2443,6100,38,391657,0,0,0,0,0,0,0,0,0,"31","237","388","2",0,"0","0","0","0","0","0","0","0","0"
500,1722,5500,50,55958,0,0,0,0,0,0,0,0,0,"26","48","67","2",0,"0","0","0","0","0","0","0","0","0"
500,2730,6200,93,341566,0,0,0,0,0,0,0,0,0,"5","227","305","2",0,"0","0","0","0","0","0","0","0","0"
3000,2485,8100,73,883301,0,0,0,0,0,0,0,0,0,"6","75","413","2",0,"0","0","0","2","1","0","0","0","0"
500,2877,7400,33,0,4,3,2,4,4,1,0,1,1,"17","32","201","3",0,"0","0","0","0","0","0","0","0","0"
2000,2870,5700,42,181085,0,0,0,0,0,0,0,0,0,"9","408","715","2",0,"2","2","0","0","0","0","0","0","0"
2000,1974,8900,110,674410,0,0,0,0,0,0,0,0,0,"7","55","81","5",8,"0","0","0","2","0","0","0","0","0"
2000,2471,7600,39,513282,0,0,0,0,0,0,0,0,0,"17","32","49","3",0,"0","0","0","2","0","0","0","0","0"
500,2456,6200,30,84124,0,0,0,0,0,0,0,0,0,"53","241","393","3",10,"0","0","0","0","0","0","0","0","0"
500,3003,5900,39,0,6,2,0,6,6,6,2,6,6,"5","499","926","4",0,"2","0","0","0","0","0","0","0","0"
500,1904,7200,39,0,0,0,0,0,0,0,0,0,0,"17","32","198","3",0,"0","0","0","0","0","0","0","0","0"
500,3325,6900,65,0,25,15,4,25,25,13,6,13,13,"8","15","22","2",0,"0","0","0","0","0","0","0","0","0"
500,2127,6100,11,221857,0,0,0,0,0,0,0,0,0,"53","107","174","3",0,"0","0","0","0","0","0","0","0","0"
500,3227,5900,54,9772,1,1,0,1,1,1,1,1,1,"26","143","895","1",0,"0","0","0","0","0","0","0","0","0"
18000,3234,8600,137,4365238,204,73,39,204,204,83,46,83,83,"5","8","11","1",18,"0","0","0","0","0","0","1","0","0"
500,2842,5400,22,0,0,0,0,0,0,0,0,0,0,"117","365","621","1",0,"0","0","0","0","0","0","0","0","0"
2000,2578,8300,72,304545,0,0,0,0,0,0,0,0,0,"16","31","286","2",0,"0","0","0","0","0","0","0","0","0"
500,3367,8500,103,169907,54,20,21,54,54,42,16,42,42,"16","424","754","1",0,"0","0","0","2","0","0","1","0","0"
500,2870,8000,45,0,0,0,0,0,0,0,0,0,0,"43","253","406","2",0,"0","0","0","0","0","0","0","0","0"
500,3178,5200,7,86725,5,3,0,5,5,3,2,3,3,"5","6","1229","2",0,"0","0","0","0","0","0","0","0","0"
500,3325,8400,10,0,1,0,0,1,1,0,0,0,0,"38","70","1168","4",0,"0","0","0","0","0","0","0","0","0"
500,2485,7000,8,327421,0,0,0,0,0,0,0,0,0,"27","50","69","3",0,"0","0","0","0","0","0","0","0","0"
500,2240,5900,49,95291,0,0,0,0,0,0,0,0,0,"26","48","66","2",0,"0","0","0","0","0","0","0","0","0"
500,2121,6400,73,398306,0,0,0,0,0,0,0,0,0,"56","159","250","1",0,"0","0","0","0","0","0","1","0","0"
500,2170,6900,28,67486,0,0,0,0,0,0,0,0,0,"17","32","201","3",0,"0","0","0","0","0","0","0","0","0"
500,2877,7500,26,0,6,4,3,6,6,1,0,1,1,"17","32","201","3",0,"0","0","0","0","0","0","0","0","0"
500,2835,4300,38,367328,0,0,0,0,0,0,0,0,0,"29","198","714","2",0,"0","0","0","0","0","0","0","0","0"
500,2456,6600,49,84124,0,0,0,0,0,0,0,0,0,"53","241","393","3",10,"0","0","0","0","0","0","0","0","0"
500,3241,5700,7,176797,3,0,0,3,3,3,0,3,3,"53","403","1234","4",0,"0","0","0","0","0","0","0","0","0"
500,1800,3800,17,191088,0,0,0,0,0,0,0,0,0,"4","12","15","2",0,"0","0","0","0","0","0","0","0","0"
2000,1745,8000,71,1164838,0,0,0,0,0,0,0,0,0,"17","33","44","3",0,"0","0","0","0","0","0","0","0","0"
500,2808,8800,93,1834182,0,0,0,0,0,0,0,0,0,"63","73","279","2",0,"0","0","0","0","0","0","1","0","0"
2000,2443,8800,34,28203,0,0,0,0,0,0,0,0,0,"17","32","52","4",7,"0","0","0","0","0","0","0","0","0"
500,2856,6300,11,74602,0,0,0,0,0,0,0,0,0,"105","392","675","4",0,"0","0","0","0","0","0","0","0","0"
500,3181,5800,59,0,49,7,10,49,49,9,2,9,9,"42","579","1073","3",0,"0","0","0","0","0","0","0","0","0"
500,2877,6300,5,22239,4,1,1,4,4,3,1,3,3,"5","6","681","4",0,"0","0","0","0","0","0","0","0","0"
500,3248,5400,3,144712,2,0,0,2,2,2,0,2,2,"4","554","262","3",0,"0","0","0","0","0","0","0","0","0"
2000,2121,8000,77,385852,0,0,0,0,0,0,0,0,0,"9","16","203","2",0,"0","0","0","2","0","0","0","0","0"
500,2100,6400,43,232964,0,0,0,0,0,0,0,0,0,"47","139","221","4",0,"0","0","0","0","0","0","0","0","0"
10000,2793,9100,143,582649,0,0,0,0,0,0,0,0,0,"19","336","565","2",0,"0","0","2","2","1","2","1","2","2"
500,2366,7600,71,228284,0,0,0,0,0,0,0,0,0,"3","226","8","3",0,"0","0","0","0","0","0","0","0","0"
500,2807,7200,66,148530,0,0,0,0,0,0,0,0,0,"19","39","635","4",0,"0","0","0","0","0","0","0","0","0"
2000,2628,8400,136,1345876,0,0,0,0,0,0,0,0,0,"13","23","445","1",0,"0","0","0","2","0","0","1","0","0"
6000,1421,7000,64,437694,0,0,0,0,0,0,0,0,0,"17","36","44","3",0,"0","0","0","0","0","0","0","0","0"
500,2842,5500,10,152120,0,0,0,0,0,0,0,0,0,"53","406","174","3",0,"0","0","0","0","0","0","0","0","0"
500,2842,5900,26,0,0,0,0,0,0,0,0,0,0,"117","365","621","1",0,"0","0","0","0","0","0","0","0","0"
500,1857,7800,58,25120,0,0,0,0,0,0,0,0,0,"27","125","199","3",0,"0","0","0","0","0","0","0","0","0"
3000,2478,8700,74,222511,0,0,0,0,0,0,0,0,0,"17","32","48","3",0,"0","0","0","2","0","0","0","0","0"
500,3374,6000,31,55669,37,15,12,37,37,19,10,19,19,"5","12","1362","3",0,"0","0","0","0","0","0","0","0","0"
2000,2814,8400,93,1616915,0,0,0,0,0,0,0,0,0,"16","364","40","3",0,"0","0","0","0","0","0","0","0","0"
3000,2471,7700,48,513282,0,0,0,0,0,0,0,0,0,"17","32","49","3",0,"0","0","0","2","0","0","0","0","0"
6000,2310,9600,146,2479325,0,0,0,0,0,0,0,0,0,"41","221","361","1",0,"0","0","0","2","0","0","1","0","0"
2000,1876,8300,126,639700,0,0,0,0,0,0,0,0,0,"7","54","80","1",2,"0","0","0","2","0","0","0","0","0"
500,1547,6100,86,0,0,0,0,0,0,0,0,0,0,"27","51","70","1",0,"0","0","0","0","0","0","0","0","0"
2000,2128,7000,44,1014891,0,0,0,0,0,0,0,0,0,"16","33","284","2",0,"0","0","0","0","0","0","0","0","0"
500,3122,6400,43,0,1,1,0,1,1,1,1,1,1,"144","589","1089","2",0,"0","0","0","0","0","0","0","0","0"
500,2863,7700,71,1153618,0,0,0,0,0,0,0,0,0,"5","10","860","4",0,"0","0","0","0","0","0","0","0","0"
2000,2492,9000,96,1329383,0,0,0,0,0,0,0,0,0,"1","1","385","1",0,"0","0","0","0","1","0","1","0","0"
500,2891,2800,51,233505,0,0,0,0,0,0,0,0,0,"1","252","447","1",0,"0","0","0","0","0","0","0","0","0"
500,2877,4600,44,487737,29,1,13,29,29,11,1,11,11,"5","395","19","4",0,"0","0","0","0","0","0","0","0","0"
500,2142,4800,5,37066,0,0,0,0,0,0,0,0,0,"4","6","10","2",0,"0","0","0","0","0","0","0","0","0"
3000,2436,6800,88,240488,0,0,0,0,0,0,0,0,0,"49","258","414","2",0,"0","0","0","2","0","0","0","0","0"
2000,1542,6500,93,62744,0,0,0,0,0,0,0,0,0,"28","113","181","2",16,"0","0","0","0","0","0","0","0","0"
500,3080,7500,64,91439,10,3,2,10,10,5,3,5,5,"16","73","279","2",0,"0","0","0","0","0","0","0","0","0"
2000,3052,7800,87,2241,3,1,0,3,3,2,1,2,2,"152","487","900","4",0,"2","0","0","0","0","0","0","0","0"
500,2170,6700,19,67486,0,0,0,0,0,0,0,0,0,"17","32","201","3",0,"0","0","0","0","0","0","0","0","0"
500,2730,7200,73,20658,0,0,0,0,0,0,0,0,0,"56","171","270","2",0,"0","0","0","0","0","0","0","0","0"
500,2821,7500,67,2330,0,0,0,0,0,0,0,0,0,"9","16","210","3",0,"0","0","0","0","0","0","0","0","0"
2000,3080,7900,64,145077,47,4,24,47,47,12,3,12,12,"17","30","44","3",0,"0","0","0","0","0","0","0","0","0"
2000,3171,8800,55,16504,26,11,13,26,26,9,5,9,9,"17","32","52","4",0,"0","0","0","0","0","0","0","0","0"
2000,2457,7700,88,537923,0,0,0,0,0,0,0,0,0,"28","254","407","1",0,"0","0","0","0","0","0","1","0","0"
500,2877,5400,17,64356,2,0,0,2,2,2,0,2,2,"60","304","281","2",0,"0","0","0","0","0","0","0","0","0"
500,2485,6300,51,195081,0,0,0,0,0,0,0,0,0,"47","240","291","4",0,"2","0","0","0","0","0","0","0","0"
500,2499,4300,4,180029,0,0,0,0,0,0,0,0,0,"4","9","481","2",0,"0","0","0","0","0","0","0","0","0"
500,2688,7000,67,121700,0,0,0,0,0,0,0,0,0,"111","352","597","1",0,"0","0","0","0","0","0","0","0","0"
500,2688,7100,80,121700,0,0,0,0,0,0,0,0,0,"111","352","597","1",0,"0","0","0","2","0","0","0","0","0"
2000,2618,8100,135,451502,0,0,0,0,0,0,0,0,0,"7","297","490","2",6,"0","0","0","2","0","0","1","0","0"
2000,2863,7800,57,12461,0,0,0,0,0,0,0,0,0,"27","50","199","3",0,"0","0","0","0","0","0","0","0","0"
500,2618,6100,27,459861,0,0,0,0,0,0,0,0,0,"3","4","5","3",0,"0","0","0","0","0","0","0","0","0"
500,1904,7100,45,0,0,0,0,0,0,0,0,0,0,"16","33","42","1",0,"0","0","0","0","0","0","0","0","0"
500,2478,4600,45,92257,0,0,0,0,0,0,0,0,0,"45","220","240","1",0,"0","0","0","0","0","0","0","0","0"
500,3213,4000,30,396868,10,2,4,10,10,6,2,6,6,"197","555","1044","2",0,"0","0","0","0","0","0","0","0","0"
500,2477,6900,48,204611,0,0,0,0,0,0,0,0,0,"31","64","96","1",0,"0","0","0","0","0","0","0","0","0"
2000,1750,8500,97,648530,0,0,0,0,0,0,0,0,0,"28","114","190","1",6,"0","0","0","2","0","0","0","0","0"
2000,1799,8200,55,467424,0,0,0,0,0,0,0,0,0,"17","29","38","2",0,"0","0","0","2","0","0","0","0","0"
500,1777,6900,31,688576,0,0,0,0,0,0,0,0,0,"31","64","96","1",0,"0","0","0","0","0","0","0","0","0"
2000,2604,9200,113,752566,0,0,0,0,0,0,0,0,0,"6","23","32","2",0,"0","0","0","2","0","0","1","0","0"
3000,3192,8700,78,1172663,34,14,17,34,34,9,6,9,9,"17","32","48","3",0,"0","0","0","2","0","0","0","0","0"
6000,2310,9700,112,2089715,0,0,0,0,0,0,0,0,0,"41","221","361","1",0,"0","0","0","2","0","0","1","0","0"
2000,2732,8600,113,850081,0,0,0,0,0,0,0,0,0,"17","32","38","2",0,"0","0","0","0","0","0","0","0","0"
2000,2737,7700,82,241135,0,0,0,0,0,0,0,0,0,"28","136","218","1",0,"0","0","0","0","0","0","0","0","0"
500,2121,6000,46,398306,0,0,0,0,0,0,0,0,0,"56","159","250","1",0,"0","0","0","0","0","0","1","0","0"
500,1784,8100,29,72764,0,0,0,0,0,0,0,0,0,"3","4","4","3",0,"0","0","0","0","0","0","0","0","0"
500,2254,7000,39,779723,0,0,0,0,0,0,0,0,0,"3","5","5","3",0,"0","0","0","0","0","0","0","0","0"
500,3325,6700,82,0,26,15,4,26,26,13,6,13,13,"8","15","22","2",0,"0","0","0","0","0","0","0","0","0"
500,3220,7500,59,769387,34,12,14,34,34,15,9,15,15,"53","51","179","2",0,"0","0","0","2","0","0","1","0","0"
8000,3229,7400,66,1242470,99,10,48,99,99,28,6,28,28,"7","57","1118","4",0,"0","0","0","0","0","0","0","0","0"
500,2989,8100,98,506824,0,0,0,0,0,0,0,0,0,"49","105","169","2",0,"0","0","0","0","0","0","1","0","0"
3000,3143,8400,72,3030132,89,22,30,89,89,61,17,61,61,"17","30","39","3",0,"0","0","0","0","0","0","0","0","0"
2000,1687,6100,112,49260,0,0,0,0,0,0,0,0,0,"7","58","85","1",0,"0","0","0","0","0","0","0","0","0"
2000,3229,3200,49,0,49,1,37,49,49,6,0,6,6,"28","647","1263","2",0,"0","0","0","0","0","0","0","0","0"
500,2996,7400,40,115259,2,0,0,2,2,2,0,2,2,"49","418","372","4",0,"0","0","0","0","0","0","0","0","0"
2000,2849,8200,103,907724,0,0,0,0,0,0,0,0,0,"2","254","486","1",4,"0","0","0","0","1","0","0","0","0"
500,2512,6900,22,76488,0,0,0,0,0,0,0,0,0,"17","32","201","3",0,"0","0","0","0","0","0","0","0","0"
2000,3213,8600,89,1006612,0,0,0,0,0,0,0,0,0,"5","387","657","2",0,"0","0","0","0","0","0","0","0","0"
500,2639,7000,86,70234,0,0,0,0,0,0,0,0,0,"53","51","497","2",0,"0","0","0","0","0","0","0","0","0"
500,2814,6800,49,0,0,0,0,0,0,0,0,0,0,"3","4","7","4",0,"0","0","0","0","0","0","0","0","0"
2000,2800,8500,107,793713,0,0,0,0,0,0,0,0,0,"5","10","123","12",0,"0","0","0","0","0","0","0","0","0"
2000,2100,8300,26,534158,0,0,0,0,0,0,0,0,0,"3","4","6","3",0,"0","0","0","0","0","0","0","0","0"
2000,2688,7600,73,74139,0,0,0,0,0,0,0,0,0,"19","37","53","2",0,"0","0","0","0","0","0","0","0","0"
2000,2695,4800,77,25811,0,0,0,0,0,0,0,0,0,"83","278","570","2",0,"0","0","0","0","0","0","0","0","0"
2000,2142,7100,60,924460,0,0,0,0,0,0,0,0,0,"6","31","40","4",0,"0","0","0","2","0","0","0","0","0"
500,2681,1600,13,0,0,0,0,0,0,0,0,0,0,"79","93","397","1",0,"0","0","0","0","0","0","0","0","0"
500,2072,7300,85,546056,0,0,0,0,0,0,0,0,0,"6","34","260","2",0,"0","0","0","0","0","0","0","0","0"
500,1988,5500,76,0,0,0,0,0,0,0,0,0,0,"7","190","300","1",4,"0","0","0","0","0","0","0","0","0"
500,2302,5400,37,331563,0,0,0,0,0,0,0,0,0,"31","64","360","3",0,"0","0","0","0","0","0","0","0","0"
500,2347,5400,56,564834,0,0,0,0,0,0,0,0,0,"45","225","369","2",0,"0","0","0","0","0","0","0","0","0"
500,2618,7400,60,94900,0,0,0,0,0,0,0,0,0,"28","113","495","2",0,"0","0","0","0","0","0","0","0","0"
