"","Outcome_M1","Outcome_M2","Outcome_M3","Outcome_M4","Outcome_M5","Outcome_M6","Outcome_M7","Outcome_M8","Outcome_M9","Outcome_M10","Outcome_M11","Outcome_M12","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Cat_467","Cat_469","Cat_470","Cat_494","Cat_501","Quan_27","Cat_513","Quan_10","Quan_11","Quan_13","Quan_14","Quan_16","Cat_110","Cat_349","Cat_403","Cat_498","Quan_7","Cat_220","Cat_4","Quan_18","Cat_359","Cat_388","Quant_24","Quant_25","Date_1","Cat_2","Cat_3","Cat_15","Cat_139","Cat_245","Cat_392","Cat_484","Cat_162","Cat_210","Cat_216","Cat_400","Cat_466","Day_Of_Year_1","Cat_6","Quan_17","Cat_404","Quan_28"
"186",10000,6000,3000,2000,2000,2000,2000,500,500,2000,500,500,8200,102,447992,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","56",0,"0","0",0,0,3003,"19","40","1","0","0","0","0","0","0","0","1","0",263.625,"11",0,"0",0
"187",29000,31000,8000,5000,5000,2000,2000,10000,3000,3000,3000,3000,8500,154,401293,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","536",0,"0","0",0,0,2702,"42","323","16","0","0","0","0","0","0","0","0","0",327.875,"11",0,"0",0
"188",32000,5000,3000,5000,3000,2000,2000,500,2000,3000,500,2000,8300,106,793103,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","128",0,"0","0",0,0,1890,"42","78","2","0","0","0","0","0","0","0","1","0",246.375,"17",0,"0",0
"189",8000,2000,2000,2000,500,500,500,500,500,2000,500,500,8200,50,412632,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","50",0,"0","0",18,18,1890,"18","32","3","0","0","0","0","0","0","2","0","0",246.375,"4",4,"0",0
"190",2000,500,500,500,500,500,500,500,500,500,500,500,4500,43,56051,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","757",0,"0","0",0,0,2807,"139","426","1","0","0","0","0","0","0","0","0","0",67.625,"2",0,"0",0
"191",2000,5000,2000,2000,2000,500,500,2000,500,500,500,500,0,0,386836,10,3,10,10,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",4,"0","898",0,"0","0",8,8,3220,"16","243","3","0","0","0","0","0","0","0","0","0",115.375,"16",4,"0",0
"192",11000,10000,3000,2000,2000,3000,8000,2000,2000,2000,2000,2000,7900,81,940341,30,10,30,30,"1","0","0","1","0",0,"0",18,8,18,18,0,"2","0","0","0",7,"0","763",0,"0","0",167,167,3101,"60","38","4","0","0","0","0","0","0","0","1","0",361.625,"11",2,"0",0
"193",2000,5000,2000,2000,2000,500,500,2000,500,500,500,500,6700,29,163947,11,3,11,11,"0","0","0","0","0",0,"0",3,0,3,3,4,"0","0","0","0",5,"0","403",0,"0","0",6,6,3226,"16","584","3","0","0","0","0","0","0","0","1","0",121.375,"16",4,"0",0
"194",10000,5000,2000,2000,500,2000,3000,2000,2000,2000,2000,500,7600,69,824187,29,3,29,29,"0","0","0","0","0",0,"0",14,3,14,14,0,"4","0","0","0",14,"0","981",0,"0","0",4,4,3087,"12","27","4","0","0","0","0","0","0","0","1","0",347.625,"11",2,"0",0
"195",2000,2000,500,500,500,500,500,500,500,500,500,500,5000,43,224371,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","412",0,"0","0",0,0,2499,"74","216","1","0","0","0","0","0","0","0","0","0",124.875,"2",0,"0",0
"196",3000,2000,2000,500,500,500,2000,500,500,500,500,500,3800,48,84266,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","249",12,"0","0",3,0,2001,"31","158","2","0","0","0","0","0","0","0","0","0",357.375,"2",0,"0",0
"197",16000,6000,11000,3000,5000,3000,3000,2000,3000,2000,2000,2000,8700,58,222511,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,20,"0","0","0","0",0,"0","48",0,"0","0",512,512,2478,"17","32","3","0","0","0","0","2","2","2","1","0",103.875,"26",7,"0",0
"198",3000,2000,2000,500,500,500,500,500,500,2000,500,500,5300,34,149219,16,2,16,16,"0","0","0","0","0",0,"0",2,0,2,2,0,"0","0","0","0",4,"0","1262",0,"0","0",0,0,3353,"236","46","2","0","0","0","0","0","0","0","1","0",248.375,"30",2,"0",0
"199",3000,16000,6000,5000,3000,2000,2000,2000,2000,2000,500,500,2600,17,3936,42,2,42,42,"0","0","0","0","0",0,"0",5,0,5,5,2,"0","0","0","0",34,"0","1145",0,"0","0",8,8,3243,"27","49","4","0","0","0","0","0","0","2","0","0",138.375,"30",2,"0",0
"200",5000,3000,3000,2000,2000,500,500,500,500,500,500,500,6900,67,214006,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","18",0,"0","0",0,0,2485,"5","246","2","0","0","0","0","0","0","0","0","0",110.875,"11",0,"0",0
"201",11000,3000,2000,2000,500,2000,2000,2000,2000,2000,2000,500,7100,48,192962,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","379",0,"0","0",21,21,2343,"8","233","2","2","0","0","0","0","0","0","0","0",334.125,"18",2,"0",0
"202",2000,2000,500,500,500,500,500,500,500,500,500,500,6300,36,62276,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","216",0,"0","0",0,0,2135,"26","48","2","0","0","0","0","0","0","0","0","0",126.125,"44",0,"0",0
"203",19000,29000,5000,3000,2000,2000,2000,2000,2000,500,500,500,6400,85,642451,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","40",0,"0","0",57,57,2512,"16","31","2","0","0","0","0","0","0","0","1","0",137.875,"13",0,"2",0
"204",2000,2000,3000,2000,2000,500,500,500,500,500,500,500,7700,42,267629,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","1","0",0,"0","57",0,"0","0",0,0,2121,"19","41","2","0","0","0","0","0","0","0","1","0",112.125,"20",0,"0",0
"205",21000,8000,3000,2000,500,500,2000,500,500,500,500,500,7800,103,0,22,7,22,22,"0","0","0","0","0",0,"0",15,5,15,15,10,"4","0","0","0",5,"0","305",0,"0","0",19,19,3094,"5","232","2","0","0","0","0","0","0","0","1","0",354.625,"14",0,"0",0
"206",2000,500,500,500,500,500,2000,500,500,500,500,500,0,2,44363,1,0,1,1,"0","0","0","0","0",0,"0",1,0,1,1,0,"2","0","0","0",0,"0","992",0,"0","0",8,8,3066,"8","534","3","0","0","0","0","0","0","2","0","0",326.625,"5",4,"0",0
"207",3000,2000,500,500,500,500,500,500,500,500,500,500,3800,12,91161,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","12",12,"0","0",0,0,2156,"4","9","2","0","0","0","0","0","0","0","0","0",147.125,"2",0,"0",0
"208",23000,5000,2000,500,500,500,3000,2000,500,500,2000,2000,8200,123,488430,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","562",0,"0","0",0,0,2926,"53","334","1","0","0","0","0","0","0","0","0","0",186.625,"10",0,"0",0
"209",23000,10000,3000,500,500,500,2000,2000,500,500,500,500,8200,116,272994,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","224",8,"0","0",0,23,2001,"2","141","1","0","0","0","0","0","0","0","1","0",357.375,"2",0,"0",0
"210",56000,23000,8000,5000,2000,2000,6000,3000,3000,2000,2000,2000,8200,105,624769,0,0,0,0,"0","2","0","1","0",0,"0",0,0,0,0,24,"0","0","0","0",0,"0","367",0,"0","0",0,0,2366,"16","35","2","0","0","0","0","0","0","0","1","0",357.125,"2",0,"0",0
"211",10000,2000,2000,500,2000,500,500,500,500,500,500,500,7300,94,0,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","586",0,"0","0",0,0,2898,"16","268","1","0","0","0","0","0","0","0","1","0",158.625,"27",0,"0",0
"212",3000,2000,2000,500,500,500,500,500,500,500,500,500,5000,33,26436,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,10,"0","0","1","0",0,"0","349",0,"0","0",0,2,2233,"28","214","1","0","0","0","0","0","0","0","1","0",224.125,"1",0,"0",0
"213",2000,2000,500,500,500,500,2000,500,500,500,500,500,5900,89,317271,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","564",0,"0","0",0,0,2940,"13","335","2","0","0","0","0","0","0","0","1","0",200.625,"2",0,"0",0
"214",2000,500,2000,500,500,500,500,2000,500,500,500,500,7200,12,119498,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,21,"0","0","0","0",0,"0","202",21,"0","0",33,33,2093,"4","127","2","0","0","0","0","0","0","0","0","0",84.125,"19",0,"0",0
"215",31000,23000,8000,3000,3000,2000,3000,10000,2000,3000,3000,2000,8400,87,916743,68,15,68,68,"1","0","0","0","0",0,"0",35,14,35,35,2,"0","0","0","0",26,"0","563",0,"0","0",109,109,3066,"53","51","19","0","0","0","0","2","0","0","1","0",326.625,"33",2,"0",0
"216",5000,2000,500,500,500,500,500,500,500,500,2000,500,5800,77,149470,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","366",0,"0","0",0,0,2366,"8","15","1","0","0","0","0","0","0","0","0","0",357.125,"11",0,"0",0
"217",8000,3000,2000,2000,500,500,500,500,500,2000,500,500,6400,53,16442,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","151",8,"0","0",0,0,1904,"45","97","2","0","0","0","0","0","0","0","1","0",260.375,"14",2,"0",0
"218",2000,500,500,500,500,500,500,500,500,500,500,500,5900,46,4221,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"2","0","0","0",0,"0","123",0,"0","0",0,0,2912,"5","10","2","0","0","0","0","0","0","0","0","0",172.625,"50",4,"0",0
"219",3000,2000,500,500,500,500,3000,3000,500,500,500,500,5500,53,396297,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","200",0,"0","0",3,3,1960,"5","126","4","2","0","0","0","0","0","0","1","0",316.375,"11",2,"0",0
"220",35000,19000,3000,2000,2000,2000,2000,2000,500,2000,3000,2000,8700,182,4741,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,0,"0","0","1","0",0,"0","585",0,"0","0",0,0,2975,"42","341","1","0","0","0","0","0","0","0","1","0",235.625,"46",0,"0",0
"221",3000,5000,2000,2000,2000,2000,2000,500,500,500,2000,6000,4200,19,631652,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"3","0","0","0",0,"0","156",0,"0","0",0,0,1855,"45","100","4","0","0","0","0","0","0","0","1","0",211.375,"20",2,"0",0
"222",6000,2000,500,500,500,500,2000,500,500,500,2000,500,5500,36,564834,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","369",0,"0","0",9,0,2347,"45","225","2","0","0","0","0","0","0","0","0","0",338.125,"10",0,"0",0
"223",126000,16000,8000,6000,3000,3000,11000,3000,3000,3000,2000,2000,9300,144,1650772,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","364",0,"0","0",0,0,2354,"27","223","1","0","0","0","0","0","0","0","0","0",345.125,"27",0,"0",0
"224",8000,2000,2000,500,2000,2000,500,500,500,500,500,500,7500,46,245463,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"0","0","0","0",0,"0","213",0,"0","0",34,34,2744,"3","362","4","0","0","0","0","2","2","2","0","0",4.625,"5",4,"0",0
"225",2000,500,500,500,500,500,500,500,500,500,500,500,3500,8,91161,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","12",0,"0","0",0,0,2240,"4","9","2","0","0","0","0","0","0","0","0","0",231.125,"2",0,"0",0
"226",15000,42000,19000,10000,6000,5000,3000,2000,2000,2000,2000,2000,7500,65,1969756,80,8,80,80,"1","0","0","1","0",2,"0",24,5,24,24,0,"0","0","1","0",42,"0","1117",0,"0","0",11,11,3229,"7","192","3","0","0","0","0","0","0","0","1","0",124.375,"34",4,"0",0
"227",2000,500,500,2000,500,500,500,500,500,500,500,500,5500,11,153980,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","207",0,"0","0",7,7,2148,"53","129","4","0","0","0","0","0","0","0","0","0",139.125,"10",2,"0",0
"228",2000,500,500,500,500,500,2000,500,500,500,500,500,6200,16,164171,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","187",0,"0","0",10,10,1974,"28","114","4","0","0","0","0","0","0","0","1","0",330.375,"3",4,"0",0
"229",2000,2000,5000,500,500,500,500,2000,500,500,500,500,6300,22,230598,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","150",0,"0","0",42,42,2471,"42","77","3","0","0","0","0","2","0","2","0","0",96.875,"4",4,"0",0
"230",3000,2000,2000,2000,500,500,2000,500,500,500,500,500,6000,37,23149,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","66",0,"0","0",0,0,2733,"26","48","2","0","0","0","0","0","0","0","1","0",358.875,"10",2,"0",0
"231",32000,5000,2000,2000,2000,2000,500,2000,500,2000,3000,2000,6900,96,549715,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"3","0","0","0",0,"0","340",0,"0","0",0,0,2226,"72","208","1","0","0","0","0","0","0","0","1","0",217.125,"2",0,"0",0
"232",2000,6000,5000,3000,2000,2000,2000,500,500,500,500,500,8000,33,691706,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,10,"0","0","0","0",0,"0","6",0,"0","0",0,0,1777,"3","4","3","0","0","0","0","2","2","2","0","0",133.375,"4",4,"0",0
"233",2000,500,500,500,500,500,2000,500,500,500,500,500,5500,40,51652,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"4","0","0","0",0,"0","263",16,"0","0",4,4,1988,"61","167","2","0","0","0","0","0","0","0","1","0",344.375,"15",4,"0",0
"234",2000,2000,3000,2000,2000,2000,500,500,500,500,500,500,0,2,131448,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","10",0,"0","0",0,0,2828,"5","6","2","0","0","0","0","2","0","0","0","0",88.625,"2",0,"0",0
"235",3000,3000,2000,2000,500,500,500,500,500,500,500,500,5000,52,49935,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,12,"0","0","0","0",0,"0","287",12,"0","0",0,8,2143,"5","9","1","0","0","0","0","0","0","0","0","0",134.125,"2",0,"0",0
"236",3000,500,500,500,500,500,500,500,500,500,500,500,0,0,194305,3,1,3,3,"0","0","0","0","0",0,"0",2,1,2,2,0,"0","0","0","0",1,"0","17",0,"0","0",2,2,3192,"5","6","3","0","0","0","0","0","0","2","0","0",87.375,"12",2,"0",0
"237",2000,500,500,2000,500,500,500,500,500,500,500,500,5800,69,57822,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","708",0,"0","0",0,0,3192,"49","251","2","0","0","0","0","0","0","0","1","0",87.375,"14",0,"0",0
"238",500000,202000,47000,48000,29000,16000,11000,10000,5000,5000,5000,3000,8600,107,4365238,155,57,155,155,"1","0","0","1","0",0,"0",68,39,68,68,18,"3","0","0","1",31,"0","11",0,"0","0",0,0,3234,"5","8","1","0","0","0","0","0","0","0","1","0",129.375,"2",4,"0",0
"239",19000,34000,8000,6000,5000,2000,2000,2000,2000,2000,2000,500,8900,129,1201564,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","308",0,"0","0",0,0,2148,"42","85","13","0","0","0","0","0","0","0","1","0",139.125,"20",0,"0",0
"240",6000,3000,2000,2000,2000,500,500,500,500,500,2000,500,5900,59,95291,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"4","0","0","0",0,"0","66",0,"0","0",41,41,2240,"26","48","2","0","0","0","0","0","0","0","0","0",231.125,"10",2,"0",0
"241",2000,500,500,500,500,500,500,500,500,500,500,500,6500,38,2048,3,3,3,3,"0","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",2,"0","1214",0,"0","0",7,0,3360,"151","468","1","0","0","0","0","0","0","0","1","0",255.375,"41",0,"0",0
"242",3000,2000,3000,500,500,2000,2000,500,2000,2000,500,2000,4400,51,367328,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","714",0,"0","0",0,0,2835,"29","198","2","0","0","0","0","0","0","0","1","0",95.625,"10",2,"0",0
"243",69000,82000,15000,6000,5000,3000,3000,3000,3000,2000,2000,2000,8900,102,1529105,121,43,121,121,"1","2","0","1","0",0,"0",61,27,61,61,8,"0","0","0","0",37,"0","206",0,"0","0",0,15,3241,"28","114","1","0","0","0","0","0","0","0","1","0",136.375,"27",0,"0",0
"244",2000,500,500,500,500,500,500,500,500,500,500,500,6000,19,97941,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","453",0,"0","0",0,0,2513,"12","27","4","0","0","0","0","0","0","0","0","0",138.875,"11",0,"0",0
"245",48000,11000,10000,5000,8000,16000,3000,2000,500,500,500,500,8400,38,359080,48,9,48,48,"0","0","0","0","0",0,"0",32,8,32,32,2,"0","0","0","0",19,"0","51",0,"0","0",0,0,3115,"17","30","3","0","0","0","0","2","2","2","1","0",10.375,"22",4,"0",0
"246",5000,5000,11000,5000,5000,5000,2000,2000,2000,500,500,500,7400,40,788296,0,0,0,0,"0","2","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","49",0,"0","0",30,30,2100,"17","32","3","0","0","0","0","2","2","2","0","0",91.125,"4",4,"0",0
"247",127000,29000,42000,10000,8000,5000,3000,6000,5000,3000,2000,3000,8800,149,483316,0,0,0,0,"1","2","0","1","0",0,"0",0,0,0,0,0,"2","0","1","0",0,"0","337",0,"0","0",0,0,2485,"7","207","1","0","0","0","2","0","0","0","1","0",110.875,"1",2,"0",0
"248",8000,15000,23000,5000,3000,2000,2000,2000,2000,2000,2000,2000,7600,55,0,33,7,33,33,"0","0","0","0","0",0,"0",11,3,11,11,0,"0","0","0","0",13,"0","1072",0,"0","0",0,0,3220,"16","578","2","0","0","0","0","0","0","0","1","0",115.375,"34",0,"0",0
"249",2000,8000,3000,2000,2000,500,500,500,500,500,500,500,7600,62,720532,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","19",0,"0","2",34,34,1775,"5","10","2","0","0","0","0","0","0","0","0","0",131.375,"11",2,"0",0
"250",2000,2000,500,500,500,500,500,500,500,500,500,500,6100,92,20071,5,3,5,5,"0","0","0","0","0",0,"0",3,1,3,3,0,"0","0","0","0",0,"0","661",0,"0","0",0,0,3038,"9","389","1","0","0","0","0","0","0","0","1","0",298.625,"11",0,"0",0
"251",3000,500,500,500,500,500,500,500,500,500,500,500,6000,56,193041,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","411",0,"0","0",0,0,2541,"56","257","1","0","0","0","0","0","0","0","0","0",166.875,"10",0,"0",0
"252",2000,3000,500,500,500,500,500,500,500,500,500,500,4400,11,89480,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","262",0,"0","0",20,20,2142,"4","166","3","0","0","0","0","0","0","0","0","0",133.125,"17",4,"0",0
"253",8000,2000,2000,500,500,500,500,500,500,500,500,500,5400,67,43805,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,4,"2","0","0","0",0,"0","342",0,"0","0",6,6,2198,"7","209","1","0","0","0","0","0","0","0","1","0",189.125,"1",0,"0",0
"254",2000,2000,500,500,500,2000,2000,500,500,500,2000,500,5200,45,462746,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"3","0","0","0",0,"0","370",0,"0","0",0,2,2366,"53","176","3","0","0","0","0","0","0","0","0","0",357.125,"11",4,"0",0
"255",6000,6000,2000,3000,500,500,500,500,500,500,500,500,8200,80,280808,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,2,"3","0","0","0",0,"0","267",0,"0","0",0,0,2828,"52","106","1","0","0","0","0","0","0","0","1","0",88.625,"10",0,"0",0
"256",15000,8000,3000,3000,2000,2000,2000,500,500,3000,2000,500,8200,112,447992,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","56",0,"0","0",0,0,3003,"19","40","1","0","0","0","0","0","0","0","1","0",263.625,"11",0,"0",0
"257",6000,10000,3000,2000,2000,500,500,500,500,500,500,500,6600,72,245264,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","454",0,"0","0",161,0,2515,"49","105","1","0","0","0","0","0","0","0","1","0",140.875,"41",0,"0",0
"258",5000,3000,2000,3000,500,2000,2000,500,500,500,500,500,6900,91,94125,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","356",0,"0","0",0,0,2275,"45","218","1","0","0","0","0","0","0","0","1","0",266.125,"10",0,"0",0
"259",8000,11000,2000,2000,2000,500,500,500,500,500,500,500,7500,69,557725,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","57",0,"0","0",0,0,2513,"19","41","12","0","0","0","0","0","0","0","0","0",138.875,"11",0,"0",0
"260",61000,66000,15000,10000,5000,3000,3000,3000,3000,3000,3000,2000,8000,87,1168518,0,0,0,0,"1","2","0","1","0",0,"2",0,0,0,0,0,"0","0","0","1",0,"0","206",0,"0","0",0,0,2142,"28","114","1","0","0","0","2","0","0","0","0","0",133.125,"27",0,"0",0
"261",94000,60000,47000,6000,3000,3000,2000,2000,3000,2000,2000,2000,7900,118,457014,62,22,62,62,"1","0","0","1","0",0,"0",27,14,27,27,2,"2","0","1","0",21,"0","337",0,"0","0",2,2,3220,"7","207","17","0","0","0","0","0","0","0","1","0",115.375,"1",2,"0",0
"262",11000,2000,500,500,500,500,2000,500,2000,2000,2000,500,7200,95,664806,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","378",0,"0","2",0,0,2345,"47","232","2","0","0","0","0","0","0","0","0","0",336.125,"11",0,"0",0
"263",31000,21000,8000,5000,3000,3000,2000,2000,3000,2000,2000,2000,8600,77,1348716,0,0,0,0,"1","0","0","1","0",1,"0",0,0,0,0,0,"0","0","1","1",0,"0","566",0,"0","0",6,0,2863,"16","165","1","2","0","0","0","0","0","0","1","0",123.625,"1",0,"0",0
"264",2000,2000,500,500,500,500,500,500,500,500,2000,500,5500,88,2477,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","195",0,"0","0",0,0,1883,"8","122","1","0","0","0","0","0","0","0","1","0",239.375,"2",0,"0",0
"265",13000,10000,3000,2000,500,500,2000,500,500,500,2000,2000,7600,76,101055,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"2","0","1","0",0,"0","270",2,"0","0",0,0,2002,"56","171","2","0","0","0","0","0","0","0","1","0",358.375,"10",0,"0",0
"266",66000,94000,19000,11000,8000,3000,2000,3000,2000,3000,2000,2000,8300,111,931417,107,20,107,107,"1","2","0","1","0",0,"0",41,7,41,41,16,"0","0","0","1",48,"0","139",0,"0","0",1039,1039,3249,"42","89","20","0","0","0","0","0","0","0","1","0",144.375,"13",2,"0",0
"267",21000,5000,2000,2000,2000,2000,500,500,500,2000,3000,500,7700,104,466603,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,16,"0","0","1","0",0,"0","193",16,"0","0",0,0,2597,"60","98","1","0","0","0","0","0","0","0","1","0",222.875,"2",0,"0",0
"268",74000,26000,13000,13000,6000,5000,3000,3000,3000,23000,5000,6000,9000,133,823479,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,16,"3","0","1","0",0,"0","188",16,"0","2",0,4,1528,"28","117","2","0","0","0","0","0","0","0","1","0",249.625,"42",4,"0",0
"269",8000,3000,2000,2000,500,500,2000,2000,500,500,500,500,6600,46,670326,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,8,"0","0","0","0",0,"0","264",0,"0","0",8,8,2177,"53","107","3","0","0","0","0","0","0","0","0","0",168.125,"13",2,"0",0
"270",29000,24000,11000,10000,10000,6000,5000,3000,2000,2000,6000,8000,8500,115,467424,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","38",0,"0","0",27,27,1511,"17","29","2","0","0","0","0","2","2","0","1","0",232.625,"21",2,"0",0
"271",69000,47000,76000,19000,16000,10000,6000,6000,6000,6000,6000,3000,9200,137,1329383,0,0,0,0,"1","2","1","1","0",10,"0",0,0,0,0,0,"0","0","1","0",0,"0","385",0,"0","0",0,0,2492,"1","1","1","0","0","0","0","0","0","0","1","0",117.875,"1",0,"0",0
"272",79000,24000,5000,5000,19000,6000,3000,2000,2000,2000,2000,2000,9500,149,1005204,0,0,0,0,"1","2","0","0","0",0,"0",0,0,0,0,0,"0","0","0","0",0,"0","214",0,"0","0",0,0,2058,"2","133","1","0","0","0","0","0","0","0","1","0",49.125,"2",0,"0",0
"273",6000,6000,10000,2000,2000,2000,2000,2000,2000,2000,500,500,9100,61,518273,36,12,36,36,"0","0","0","0","0",0,"0",13,9,13,13,14,"2","0","0","0",8,"0","279",0,"0","0",0,0,3220,"63","73","12","0","0","0","0","0","0","0","1","0",115.375,"50",7,"0",0
"274",6000,13000,3000,2000,500,500,500,500,500,500,2000,500,6200,47,844248,0,0,0,0,"1","0","0","0","0",0,"0",0,0,0,0,16,"0","0","0","0",0,"0","420",0,"0","0",0,0,2501,"28","114","2","0","0","0","0","0","0","0","1","0",126.875,"11",0,"0",0
"275",90000,8000,2000,2000,2000,3000,3000,2000,2000,2000,6000,2000,8700,151,834327,0,0,0,0,"1","0","0","1","0",0,"0",0,0,0,0,10,"0","0","1","1",0,"0","214",0,"0","0",0,5,2961,"2","282","7","0","0","0","0","0","0","0","1","0",221.625,"2",0,"0",0
"276",2000,3000,500,2000,2000,500,500,500,500,500,500,500,5300,28,30366,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"0","0","0","0",0,"0","184",0,"0","0",0,0,1729,"28","115","3","0","0","0","0","0","0","0","0","0",85.375,"13",2,"0",0
"277",2000,2000,2000,500,500,500,2000,500,500,500,2000,500,7300,47,5650,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,2,"2","0","0","0",0,"0","270",0,"0","0",0,0,2366,"56","171","2","0","0","0","0","0","0","0","0","0",357.125,"10",2,"0",0
"278",2000,500,500,500,500,500,500,500,500,500,500,500,5900,18,283838,10,0,10,10,"0","0","0","0","0",0,"0",2,0,2,2,10,"2","0","0","0",5,"0","1081",0,"0","0",198,198,3192,"16","578","4","0","0","0","0","0","0","0","0","0",87.375,"14",2,"0",0
"279",2000,500,500,500,500,500,500,500,500,500,500,500,6100,56,193707,0,0,0,0,"0","0","0","0","0",0,"0",0,0,0,0,0,"2","0","0","0",0,"0","135",0,"0","0",0,0,2471,"47","139","4","0","0","0","0","0","0","0","0","0",96.875,"20",2,"0",0
