"Outcome_M4","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_7","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_3","Cat_4","Quan_17","Quan_18","Cat_162","Cat_210","Cat_216","Cat_220","Cat_466","Cat_469","Cat_470","Quan_27","Day_Of_Year_1"
11000,8300,111,931417,107,20,48,107,107,41,7,41,41,"89","139",2,11.0857142857143,"0","0","0","0","0","2","0",0,144.375
2000,7700,104,466603,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"98","193",3.25355450236967,16,"0","0","0","0","0","0","0",0,222.875
13000,9000,133,823479,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"117","188",4,16,"0","0","0","0","0","2","0",0,249.625
2000,6600,46,670326,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"107","264",2,11.0857142857143,"0","0","0","0","0","0","0",0,168.125
10000,8500,115,467424,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"29","38",2,11.0857142857143,"2","2","0","0","0","0","0",0,232.625
19000,9200,137,1329383,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"1","385",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","1",10,117.875
5000,9500,149,1005204,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"133","214",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,49.125
2000,9100,61,518273,36,12,8,36,36,13,9,13,13,"73","279",7,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
2000,6200,47,844248,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"114","420",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,126.875
2000,8700,151,834327,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"282","214",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,221.625
2000,5300,28,30366,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"115","184",2,11.0857142857143,"0","0","0","0","0","0","0",0,85.375
500,7300,47,5650,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"171","270",2,11.0857142857143,"0","0","0","0","0","0","0",0,357.125
500,5900,18,283838,10,0,5,10,10,2,0,2,2,"578","1081",2,11.0857142857143,"0","0","0","0","0","0","0",0,87.375
500,6100,56,193707,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"139","135",2,11.0857142857143,"0","0","0","0","0","0","0",0,96.875
2000,5600,43,440417.6367713,13,6,3,13,13,2,2,2,2,"408","715",2,11.0857142857143,"0","0","0","0","0","2","0",0,122.375
500,5900,44,181085,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"408","715",2,11.0857142857143,"0","0","0","0","0","0","0",0,130.625
2000,8200,71,739705,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"180","285",8,11.0857142857143,"0","0","0","0","0","0","0",0,322.125
2000,7400,91,65599,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"3","3",2,11.0857142857143,"0","0","0","0","0","0","0",0,142.625
500,7300,33,304225,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"4","204",7,11.0857142857143,"0","2","2","0","0","0","0",0,13.125
500,6800,76,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"222","362",3.25355450236967,16,"0","0","0","0","0","0","0",0,329.125
500,7000,120,316575,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"400","80",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,3.375
2000,8500,86,10057,25,12,6,25,25,17,9,17,17,"32","38",2,11.0857142857143,"0","2","0","0","0","0","0",0,241.375
500,5600,16,32760,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"231","377",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,350.125
6000,8700,92,1516735,54,20,22,54,54,29,10,29,29,"28","40",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,136.375
3000,4200,6,128209,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"6","382",3.25355450236967,11.0857142857143,"2","0","0","0","0","0","0",0,82.875
2000,8200,82,62984,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"57","89",4,11.0857142857143,"0","0","0","0","0","2","0",0,61.875
2000,9300,80,440417.6367713,19,11,4,19,19,6,4,6,6,"165","259",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,199.375
2000,6987.22826086957,1,86725,5,3,0,5,5,3,2,3,3,"6","1229",2,11.0857142857143,"2","0","0","0","0","0","0",0,73.375
2000,7900,81,1106,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"108","175",4,16,"2","0","0","0","0","0","0",0,341.625
500,6200,99,303842,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"345","583",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,333.625
500,5600,21,384334,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"176","277",4,11.0857142857143,"0","0","0","0","0","0","0",0,358.375
6000,8100,145,1003761,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"57","86",4,16,"0","0","0","0","0","2","0",0,142.625
5000,7400,49,589158,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"38","408",2,11.0857142857143,"0","0","0","0","0","0","0",0,82.875
2000,8000,98,27136,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"16","429",4,11.0857142857143,"0","0","0","0","0","0","0",0,54.875
2000,8500,39,2006285,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"118","188",4,11.0857142857143,"0","0","0","0","0","0","0",0,49.125
500,5200,3,72774,2,1,0,2,2,2,1,2,2,"392","675",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,94.375
8000,7900,91,669770,31,23,8,31,31,21,18,21,21,"362","30",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,87.375
2000,5900,66,1361,20,2,9,20,20,2,1,2,2,"16","302",2,11.0857142857143,"0","0","0","0","0","0","0",0,108.375
500,7400,39,428610,7,0,1,7,7,4,0,4,4,"430","764",2,11.0857142857143,"0","0","0","0","0","0","0",0,94.375
2000,7600,119,478691,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"378","641",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,207.625
5000,8200,108,975913,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"109","176",3.25355450236967,12,"0","0","0","0","0","2","0",0,103.875
500,8100,59,438753,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"56","331",2,16,"0","0","0","0","0","0","0",0,4.875
2000,7800,106,442044,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"135","320",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,224.125
500,6500,13,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"30","391",3.25355450236967,11.0857142857143,"2","2","2","0","0","0","0",0,40.875
2000,7000,92,517764,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"193","303",4,16,"0","0","0","0","0","0","0",0,119.125
29000,8200,79,5417231,134,11,79,134,134,28,5,28,28,"73","1116",2,11.0857142857143,"0","0","0","0","0","0","0",0,124.375
2000,6900,8,439801,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"46","352",8,11.0857142857143,"0","0","0","0","0","0","0",0,217.125
500,8100,135,380699,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"206","550",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,102.625
2000,8000,70,30069,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"279","567",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,67.625
3000,6300,37,1007988,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"77","150",4,11.0857142857143,"2","0","2","0","0","0","0",0,133.375
10000,8500,77,503093,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"168","398",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,75.875
500,7600,27,370537,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"227","371",4,11.0857142857143,"0","0","0","0","0","0","0",0,336.125
31000,8500,125,2408730,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"8","11",4,18,"0","0","0","0","0","2","0",0,131.875
2000,6400,76,440417.6367713,10,5,5,10,10,5,5,5,5,"20","1058",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,122.375
2000,6700,67,335300,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"8","402",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,124.875
500,7900,58,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","198",4,8,"2","0","2","0","0","0","0",0,321.125
2000,6500,51,16442,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"97","151",2,11.0857142857143,"0","0","0","0","0","0","0",0,260.375
2000,6800,95,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"33","42",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,278.875
3000,7200,35,924460,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"31","40",2,11.0857142857143,"0","0","0","0","0","2","0",0,133.125
2000,5100,50,25777,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"123","197",2,11.0857142857143,"0","0","0","0","0","0","0",0,361.625
500,4500,60,561128,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"220","359",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,304.125
500,5800,72,118199,50,8,17,50,50,34,4,34,34,"208","965",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,157.375
2000,7000,67,70234,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"51","497",6,11.0857142857143,"0","0","0","0","0","0","0",0,264.875
2000,5600,99,635484,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"156","245",4,4,"0","0","0","0","0","0","0",0,322.125
500,4700,11,98168,0,0,0,0,0,0,0,0,0,"140","222",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,115.375
2000,7900,65,48840,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"150","236",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,91.125
10000,9200,132,725087,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"55","81",2,11.0857142857143,"0","0","0","0","0","2","0",0,116.625
3000,4900,51,440417.6367713,40,6,15,40,40,13,1,13,13,"580","1075",2,11.0857142857143,"0","0","0","0","0","0","0",0,129.375
29000,8300,76,1238684,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"30","39",4,11.0857142857143,"2","2","2","2","2","0","0",0,40.875
3000,7600,45,820707,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"31","40",2,11.0857142857143,"0","0","0","0","0","0","0",0,136.375
500,5900,58,7701,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"414","729",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,95.625
2000,6700,33,779723,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"5","5",2,11.0857142857143,"2","2","2","2","0","0","0",0,245.125
500,7500,125,518565,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"11","20",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,302.875
500,6400,70,11971,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","350",4,11.0857142857143,"0","0","2","0","0","0","0",0,230.125
2000,8500,111,326799,55,23,11,55,55,43,21,43,43,"23","733",2,11.0857142857143,"0","2","0","0","0","0","0",0,227.375
500,6900,59,598947,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"155","244",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,357.375
500,7200,64,151404,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"20","346",4,11.0857142857143,"0","0","0","0","0","0","0",0,231.125
2000,7500,82,367178,26,9,10,26,26,15,5,15,15,"607","1127",4,11.0857142857143,"0","0","0","0","0","0","0",0,269.375
2000,8000,92,664717,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"51","179",4,11.0857142857143,"0","0","0","0","0","0","0",0,108.625
500,6400,60,67691,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"393","676",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,235.625
2000,7700,49,910668,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"51","179",6,11.0857142857143,"0","0","0","0","0","2","0",0,129.875
3000,3700,7,128209,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"194","382",3.25355450236967,11.0857142857143,"2","0","0","0","0","0","0",0,82.875
500,7100,34,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"180","285",8,11.0857142857143,"0","0","0","0","0","0","0",0,152.875
3000,8200,66,18034,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"32","48",4,11.0857142857143,"2","2","2","0","0","0","0",0,98.125
2000,4600,60,631652,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"100","156",2,11.0857142857143,"0","0","0","0","0","2","0",0,134.375
3000,7900,36,483256,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"30","51",4,11.0857142857143,"2","2","2","0","0","0","0",0,11.625
500,7500,60,242444,6,0,2,6,6,1,0,1,1,"38","664",4,11.0857142857143,"0","0","0","0","0","0","0",0,123.625
2000,6700,104,335300,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"8","402",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,124.875
500,5800,59,7701,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"414","729",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,95.625
3000,7800,68,910668,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"51","179",4,11.0857142857143,"0","0","0","0","0","0","0",0,129.875
2000,8000,89,860321,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"16","108",2,11.0857142857143,"0","0","0","0","0","2","0",0,116.625
2000,8700,85,28164,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"276","450",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,124.875
2000,7800,138,373658,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"2","2",3.25355450236967,8,"0","0","0","0","0","0","0",0,8.375
2000,7400,72,622980,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"128","205",2,11.0857142857143,"0","0","0","0","0","2","0",0,245.125
500,5900,8,934,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"467","864",4,11.0857142857143,"2","0","2","0","0","0","0",0,109.625
10000,4700,11,224077,88,8,63,88,88,7,1,7,7,"357","1166",4,11.0857142857143,"2","0","0","0","0","0","0",0,138.375
2000,7900,118,1073298,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"116","185",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,141.625
6000,8600,115,1348716,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"165","566",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",1,123.625
500,5300,39,73152,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48","67",2,11.0857142857143,"0","0","0","0","0","0","0",0,239.375
3000,9500,166,1784743,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"165","259",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,207.625
500,6100,12,166048,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"255","409",8,11.0857142857143,"0","0","0","0","0","0","0",0,110.875
2000,6500,3,194305,5,1,2,5,5,2,1,2,2,"6","17",2,11.0857142857143,"0","0","2","0","0","0","0",0,87.375
500,6600,100,388256,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"16","437",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,208.875
2000,4400,84,108948,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"251","672",2,11.0857142857143,"0","0","0","0","0","0","0",0,32.625
500,6600,47,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"131","492",2,11.0857142857143,"0","0","0","0","0","0","0",0,264.875
8000,8800,104,1247336,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"35","367",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,242.625
500,7000,87,37215,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"278","460",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,320.875
2000,7900,62,940341,34,10,8,34,34,20,8,20,20,"38","763",2,11.0857142857143,"0","0","0","0","0","0","0",0,361.625
2000,8100,67,40535,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"34","47",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,309.375
2000,6100,79,631407,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"100","156",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,144.875
5000,9000,185,744808,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"274","444",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,239.875
10000,8100,55,1503860,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"30","39",4,11.0857142857143,"2","2","2","2","0","0","0",0,42.125
2000,5400,36,37394,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48","312",2,11.0857142857143,"0","0","0","0","0","0","0",0,77.125
10000,8800,126,649910,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"153","410",2,8,"0","0","0","0","0","0","0",0,137.625
500,5900,30,220062,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"30","266",3.25355450236967,11.0857142857143,"2","2","0","0","0","0","0",0,20.125
500,4800,11,75453,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"362","618",3.25355450236967,11.0857142857143,"2","2","0","0","0","0","0",0,207.875
2000,6700,117,440417.6367713,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"33","42",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,278.875
2000,7500,58,360652,8,2,2,8,8,4,2,4,4,"107","264",2,11.0857142857143,"0","0","0","0","0","0","0",1,151.625
15000,9400,142,2363963,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"75","646",3.25355450236967,11.0857142857143,"0","2","0","0","0","2","1",0,319.625
2000,6500,54,94125,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"218","356",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,266.125
500,7400,46,228284,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"226","8",2,11.0857142857143,"2","2","0","0","0","0","0",0,357.125
500,4900,59,12871,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"279","456",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,222.875
2000,5400,91,214370,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"161","254",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,58.125
2000,3500,5,22501,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"6","386",3.25355450236967,11.0857142857143,"2","0","2","0","0","0","0",0,61.875
2000,8200,89,397585,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"39","55",3.25355450236967,11.0857142857143,"0","0","0","0","0","0","0",0,331.625
2000,7900,97,352519,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"57","541",3.25355450236967,11.0857142857143,"0","0","0","0","0","2","0",0,131.875
500,5900,44,373752,42,1,23,42,42,22,0,22,22,"16","1350",4,11.0857142857143,"0","0","0","0","0","0","0",0,220.375
2000,8600,84,114820,29.7883211678832,8.66058394160584,10.5,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"142","374",3.25355450236967,12,"0","0","0","0","0","2","0",0,338.125
500,6100,92,305595,26,9,12,26,26,22,8,22,22,"39","252",2,11.0857142857143,"0","0","0","0","0","0","0",0,45.375
