"Outcome_M2","Quan_2","Quan_3","Quan_4","Quan_5","Quan_6","Quan_8","Quan_9","Quan_10","Quan_11","Quan_13","Quan_14","Cat_4","Quan_18","Cat_110","Cat_349","Cat_404","Cat_466","Cat_467","Cat_469","Cat_484","Cat_494","Cat_498"
3000,7400,49,589158,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"408",11.0857142857143,"2","0","0","0","1","0","0","0","0"
6000,8000,98,27136,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"429",11.0857142857143,"2","0","0","0","1","0","0","1","0"
5000,8500,39,2006285,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"188",11.0857142857143,"0","0","0","0","1","0","0","0","0"
500,5200,3,72774,2,1,2,2,2,1,2,2,"675",11.0857142857143,"0","0","0","0","0","0","0","0","0"
11000,7900,91,669770,31,23,31,31,21,18,21,21,"30",11.0857142857143,"2","0","0","0","1","2","0","1","1"
2000,5900,66,1361,20,2,20,20,2,1,2,2,"302",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,7400,39,428610,7,0,7,7,4,0,4,4,"764",11.0857142857143,"0","0","0","0","0","0","0","0","0"
27000,7600,119,478691,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"641",11.0857142857143,"0","0","0","0","1","0","0","0","0"
10000,8200,108,975913,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"176",12,"2","0","0","0","1","2","0","0","0"
3000,8100,59,438753,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"331",16,"2","0","0","0","1","0","0","0","0"
11000,7800,106,442044,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"320",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6500,13,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"391",11.0857142857143,"0","0","0","0","0","0","2","0","0"
6000,7000,92,517764,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"303",16,"0","0","0","0","0","0","0","0","0"
103000,8200,79,5417231,134,11,134,134,28,5,28,28,"1116",11.0857142857143,"2","0","0","0","0","0","0","0","0"
3000,6900,8,439801,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"352",11.0857142857143,"3","0","0","0","0","0","0","0","0"
3000,8100,135,380699,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"550",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,8000,70,30069,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"567",11.0857142857143,"0","0","0","0","0","0","0","0","0"
10000,6300,37,1007988,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"150",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,8500,77,503093,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"398",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7600,27,370537,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"371",11.0857142857143,"0","0","0","0","0","0","0","0","0"
215000,8500,125,2408730,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"11",18,"4","0","0","0","1","2","0","1","1"
5000,6400,76,440417.6367713,10,5,10,10,5,5,5,5,"1058",11.0857142857143,"0","0","0","0","0","0","0","0","0"
8000,6700,67,335300,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"402",11.0857142857143,"0","0","0","0","1","0","0","0","0"
3000,7900,58,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"198",8,"0","0","0","0","0","0","0","0","0"
2000,6500,51,16442,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"151",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6800,95,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"42",11.0857142857143,"0","0","0","0","0","0","0","0","0"
19000,7200,35,924460,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"40",11.0857142857143,"0","0","2","0","0","2","0","0","0"
6000,5100,50,25777,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"197",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,4500,60,561128,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"359",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5800,72,118199,50,8,50,50,34,4,34,34,"965",11.0857142857143,"0","0","0","0","1","0","0","1","0"
3000,7000,67,70234,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"497",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,5600,99,635484,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"245",4,"2","0","0","0","0","0","0","0","0"
500,4700,11,98168,0,0,0,0,0,0,0,0,"222",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7900,65,48840,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"236",11.0857142857143,"0","0","0","0","0","0","0","0","0"
26000,9200,132,725087,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"81",11.0857142857143,"0","0","2","0","1","2","0","1","1"
8000,4900,51,440417.6367713,40,6,40,40,13,1,13,13,"1075",11.0857142857143,"0","0","0","0","0","0","0","0","0"
35000,8300,76,1238684,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"39",11.0857142857143,"0","0","0","2","1","0","0","0","0"
16000,7600,45,820707,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"40",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5900,58,7701,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"729",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6700,33,779723,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"5",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,7500,125,518565,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"20",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6400,70,11971,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"350",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,8500,111,326799,55,23,55,55,43,21,43,43,"733",11.0857142857143,"0","0","0","0","1","0","0","1","1"
3000,6900,59,598947,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"244",11.0857142857143,"0","0","0","0","1","0","0","0","0"
2000,7200,64,151404,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"346",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,7500,82,367178,26,9,26,26,15,5,15,15,"1127",11.0857142857143,"0","0","0","0","1","0","0","0","0"
8000,8000,92,664717,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"179",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,6400,60,67691,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"676",11.0857142857143,"0","0","0","0","0","0","0","0","0"
15000,7700,49,910668,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"179",11.0857142857143,"2","0","0","0","1","2","0","1","0"
2000,3700,7,128209,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"382",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7100,34,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"285",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,8200,66,18034,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,4600,60,631652,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"156",11.0857142857143,"3","0","0","0","0","2","0","0","0"
8000,7900,36,483256,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"51",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,7500,60,242444,6,0,6,6,1,0,1,1,"664",11.0857142857143,"2","0","0","0","0","0","0","0","0"
11000,6700,104,335300,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"402",11.0857142857143,"0","0","0","0","1","2","0","1","1"
500,5800,59,7701,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"729",11.0857142857143,"0","0","0","0","0","0","0","0","0"
18000,7800,68,910668,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"179",11.0857142857143,"2","0","0","0","0","0","0","0","0"
10000,8000,89,860321,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"108",11.0857142857143,"0","0","0","0","1","2","0","1","0"
5000,8700,85,28164,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"450",11.0857142857143,"0","0","0","0","0","2","0","0","0"
5000,7800,138,373658,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"2",8,"0","0","0","0","1","0","0","1","0"
5000,7400,72,622980,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"205",11.0857142857143,"2","0","0","0","0","2","0","0","0"
500,5900,8,934,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"864",11.0857142857143,"0","0","0","0","0","0","0","0","0"
16000,4700,11,224077,88,8,88,88,7,1,7,7,"1166",11.0857142857143,"3","0","0","0","0","0","0","0","0"
10000,7900,118,1073298,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"185",11.0857142857143,"0","0","0","0","0","0","0","0","0"
42000,8600,115,1348716,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"566",11.0857142857143,"0","0","0","0","1","0","0","1","1"
500,5300,39,73152,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"67",11.0857142857143,"2","0","0","0","0","0","0","0","0"
40000,9500,166,1784743,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"259",11.0857142857143,"0","0","0","0","1","0","0","1","1"
500,6100,12,166048,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"409",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6500,3,194305,5,1,5,5,2,1,2,2,"17",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,6600,100,388256,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"437",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,4400,84,108948,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"672",11.0857142857143,"2","0","0","0","0","0","0","0","0"
500,6600,47,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"492",11.0857142857143,"2","0","0","0","0","0","0","0","0"
19000,8800,104,1247336,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"367",11.0857142857143,"0","0","0","0","1","2","0","1","0"
500,7000,87,37215,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"460",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,7900,62,940341,34,10,34,34,20,8,20,20,"763",11.0857142857143,"2","0","0","0","1","0","0","1","0"
6000,8100,67,40535,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"47",11.0857142857143,"0","0","0","0","0","0","0","0","0"
13000,6100,79,631407,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"156",11.0857142857143,"0","0","0","0","0","2","0","0","0"
48000,9000,185,744808,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"444",11.0857142857143,"0","0","0","0","1","2","0","1","0"
10000,8100,55,1503860,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"39",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5400,36,37394,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"312",11.0857142857143,"2","0","0","0","0","0","0","0","0"
118000,8800,126,649910,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"410",8,"4","0","0","0","0","0","0","0","0"
3000,5900,30,220062,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"266",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,4800,11,75453,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"618",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,6700,117,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"42",11.0857142857143,"0","0","0","0","0","2","0","0","0"
2000,7500,58,360652,8,2,8,8,4,2,4,4,"264",11.0857142857143,"0","0","0","0","0","0","0","0","0"
97000,9400,142,2363963,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"646",11.0857142857143,"3","2","0","0","1","2","0","1","0"
2000,6500,54,94125,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"356",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7400,46,228284,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"8",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,4900,59,12871,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"456",11.0857142857143,"0","0","0","0","1","0","0","0","0"
10000,5400,91,214370,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"254",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,3500,5,22501,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"386",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,8200,89,397585,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"55",11.0857142857143,"0","0","0","0","0","0","0","0","0"
11000,7900,97,352519,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"541",11.0857142857143,"0","0","0","0","0","2","0","0","0"
2000,5900,44,373752,42,1,42,42,22,0,22,22,"1350",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,8600,84,114820,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"374",12,"0","0","0","0","0","2","0","0","0"
3000,6100,92,305595,26,9,26,26,22,8,22,22,"252",11.0857142857143,"2","0","0","0","1","0","0","0","0"
5000,6100,5,227165,13,1,13,13,2,0,2,2,"382",11.0857142857143,"0","0","0","0","0","0","0","0","0"
27000,8300,77,1503860,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"39",11.0857142857143,"0","0","0","2","0","0","0","0","0"
6000,6400,100,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"496",11.0857142857143,"0","0","0","0","0","0","0","0","0"
52000,9000,136,2180621,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"243",16,"4","0","0","0","1","0","0","1","1"
10000,7900,106,538747,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"448",11.0857142857143,"0","0","0","0","0","2","0","0","0"
11000,9100,80,262738,15,3,15,15,7,2,7,7,"32",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,8200,87,1815872,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"128",11.0857142857143,"0","0","0","0","0","2","0","0","0"
2000,6800,50,598947,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"244",11.0857142857143,"0","0","0","0","1","0","0","0","0"
6000,7700,57,1153618,38,0,38,38,14,0,14,14,"860",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,7100,7,440417.6367713,1,1,1,1,1,1,1,1,"854",11.0857142857143,"0","0","0","0","1","0","0","1","0"
500,6900,52,25475,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"158",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,5700,50,77366,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"226",11.0857142857143,"2","0","0","0","0","0","0","0","0"
8000,8100,72,394304,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"44",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,7600,57,135646,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"282",11.0857142857143,"0","0","0","0","0","0","0","0","0"
21000,3500,6,47904,42,2,42,42,5,0,5,5,"1193",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,6000,7,440417.6367713,1,0,1,1,1,0,1,1,"677",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,8100,53,603869,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"153",11.0857142857143,"0","0","0","0","0","0","0","0","0"
10000,6800,13,685970,48,2,48,48,5,0,5,5,"1134",11.0857142857143,"0","0","0","0","0","0","0","0","0"
15000,8800,141,873287,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"87",8,"0","0","0","0","0","2","0","0","0"
500,7500,66,312,0,0,0,0,0,0,0,0,"891",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5500,16,64356,2,0,2,2,2,0,2,2,"281",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,7500,59,440417.6367713,23,7,23,23,6,2,6,6,"422",11.0857142857143,"0","0","0","0","1","2","0","0","0"
2000,4000,18,114640,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"256",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,6000,18,299523,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"196",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,7900,81,123327,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"43",11.0857142857143,"0","0","0","0","0","2","0","0","0"
3000,7800,70,381,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"428",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5900,94,317271,6,2,6,6,4,2,4,4,"564",11.0857142857143,"0","0","0","0","0","0","0","0","0"
29000,9300,156,922361,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"1",11.0857142857143,"0","0","0","0","1","0","0","1","1"
5000,5100,30,308925,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"212",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5300,4,440417.6367713,0,0,0,0,0,0,0,0,"890",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,5000,8,180029,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"481",11.0857142857143,"0","0","0","0","0","0","0","0","0"
5000,5400,83,540020,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"20",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7500,49,440417.6367713,1,1,1,1,0,0,0,0,"833",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,6400,34,19555,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"151",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,7000,50,87643,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"218",16,"0","0","0","0","0","0","0","0","0"
16000,4800,67,315645,46,1,46,46,7,1,7,7,"1122",11.0857142857143,"2","0","0","0","0","0","0","0","0"
10000,7500,61,257699,37,13,37,37,27,10,27,27,"79",11.0857142857143,"2","0","0","0","0","0","0","0","0"
2000,6987.22826086957,2,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"760",11.0857142857143,"0","0","0","0","0","0","0","0","0"
18000,8300,49,411958,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"6",11.0857142857143,"0","0","0","0","0","2","0","0","0"
500,5200,68,440417.6367713,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"549",11.0857142857143,"0","0","0","0","0","0","0","0","0"
2000,7600,39,440417.6367713,2,1,2,2,1,1,1,1,"841",11.0857142857143,"2","0","0","0","1","0","0","1","1"
500,7000,30,22522,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"451",11.0857142857143,"0","0","0","0","0","0","0","0","0"
3000,8600,56,114820,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"374",11.0857142857143,"0","0","0","0","0","2","0","0","0"
6000,7000,61,513190,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"123",11.0857142857143,"2","0","0","0","0","0","0","0","0"
5000,8100,49,18034,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"48",11.0857142857143,"0","0","0","0","0","2","0","0","0"
3000,8300,69,14306,8,4,8,8,2,2,2,2,"1010",11.0857142857143,"0","0","0","0","0","0","0","0","0"
500,5700,29,8895,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"372",11.0857142857143,"0","0","0","0","0","0","0","0","0"
6000,7700,119,241135,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"218",12,"0","0","0","0","0","0","0","0","0"
34000,8700,128,1749217,29.7883211678832,8.66058394160584,29.7883211678832,29.7883211678832,16.0182481751825,6.06204379562044,16.0182481751825,16.0182481751825,"129",11.0857142857143,"3","0","0","0","1","2","0","1","0"
