"Outcome_M6","Quan_2","Quan_3","Quan_4","Quan_5","Quan_8","Quan_9","Quan_10","Quan_13","Quan_14","Cat_2","Cat_3","Cat_4","Cat_6","Quan_16","Quan_17","Quan_18","Cat_210","Cat_216","Cat_400","Cat_403","Cat_466","Cat_467","Cat_469","Cat_470","Cat_498","Quan_27","Day_Of_Year_1"
3000,8100,49,18034,0,0,0,0,0,0,"17","32","48","26",4,4,0,"2","2","0","0","0","0","2","0","0",0,98.125
500,8300,69,14306,8,8,8,2,2,2,"56","142","1010","13",12,0,0,"0","0","0","0","0","0","0","0","0",0,81.375
500,5700,29,8895,0,0,0,0,0,0,"75","228","372","23",4,0,0,"0","0","1","0","0","0","0","0","0",0,356.125
2000,7700,119,241135,0,0,0,0,0,0,"28","136","218","2",12,0,12,"0","0","1","0","0","0","0","0","0",0,362.875
2000,8700,128,1749217,0,0,0,0,0,0,"42","79","129","2",60,0,0,"0","0","1","0","0","1","2","0","0",0,124.875
3000,9200,80,922361,0,0,0,0,0,0,"1","1","1","1",0,0,0,"0","0","1","1","0","1","2","1","1",3,260.375
500,6200,47,4315,0,0,0,0,0,0,"28","379","642","14",16,0,0,"0","0","0","0","0","0","0","0","0",0,74.625
500,6000,5,152120,0,0,0,0,0,0,"53","406","174","17",0,2,0,"0","0","0","0","0","0","0","0","0",0,102.625
500,6300,83,334974,0,0,0,0,0,0,"60","278","455","2",0,0,0,"0","0","0","0","0","0","0","0","0",0,264.875
500,7500,27,6274,0,0,0,0,0,0,"16","34","47","23",4,0,0,"0","0","0","0","0","0","0","0","0",0,263.875
2000,8100,111,670440,0,0,0,0,0,0,"42","411","725","17",12,4,0,"0","0","1","0","0","0","2","0","0",0,326.625
2000,7700,48,6274,0,0,0,0,0,0,"16","34","47","23",4,0,0,"0","0","1","0","0","0","0","0","0",0,131.875
500,6200,59,746269,0,0,0,0,0,0,"5","8","18","11",0,0,0,"0","0","1","0","0","1","0","0","0",0,305.375
3000,7100,94,123467,0,0,0,0,0,0,"45","97","152","14",12,6,0,"0","0","1","0","0","0","0","0","0",0,8.375
2000,7600,89,90686,33,33,33,19,19,19,"5","131","18","10",0,0,0,"0","0","1","0","0","0","0","0","0",0,66.375
500,7600,71,4538,0,0,0,0,0,0,"28","385","655","23",4,0,0,"0","0","1","0","0","0","0","0","0",0,66.375
2000,8200,77,242674,31,31,31,9,9,9,"17","32","48","26",7,2,0,"2","2","0","0","0","0","0","0","0",0,298.625
2000,8300,101,673497,0,0,0,0,0,0,"28","114","274","20",0,0,0,"0","0","1","1","0","1","0","0","0",0,152.875
500,5400,3,0,0,0,0,0,0,0,"5","104","863","17",0,4,0,"0","0","0","0","0","0","0","0","0",0,116.625
2000,6100,38,391657,0,0,0,0,0,0,"31","237","388","33",2,4,0,"0","0","0","0","0","0","0","0","0",0,68.875
500,5500,50,55958,0,0,0,0,0,0,"26","48","67","10",2,4,0,"0","0","1","1","0","0","0","0","0",0,78.375
2000,6200,93,341566,0,0,0,0,0,0,"5","227","305","10",8,0,0,"0","0","1","0","0","0","0","0","0",0,355.875
6000,8100,73,883301,0,0,0,0,0,0,"6","75","413","17",16,0,0,"0","0","1","0","0","0","2","1","0",0,110.875
2000,7400,33,0,4,4,4,1,1,1,"17","32","201","4",2,4,0,"2","2","0","0","0","0","0","0","0",0,137.625
2000,5700,42,181085,0,0,0,0,0,0,"9","408","715","18",8,2,0,"0","0","0","0","0","1","0","0","0",0,130.625
2000,8900,110,674410,0,0,0,0,0,0,"7","55","81","13",8,2,8,"0","0","1","0","0","1","2","0","0",0,330.375
5000,7600,39,513282,0,0,0,0,0,0,"17","32","49","4",10,4,0,"2","2","1","0","0","0","2","0","0",0,96.875
500,6200,30,84124,0,0,0,0,0,0,"53","241","393","17",12,4,10,"0","0","0","0","0","0","0","0","0",0,81.875
500,5900,39,0,6,6,6,6,6,6,"5","499","926","11",0,2,0,"0","0","0","0","0","0","0","0","0",0,263.625
500,7200,39,0,0,0,0,0,0,0,"17","32","198","26",8,4,0,"0","2","0","0","0","0","0","0","0",0,260.375
500,6900,65,0,25,25,25,13,13,13,"8","15","22","13",8,0,0,"0","0","1","0","0","1","0","0","0",0,220.375
500,6100,11,221857,0,0,0,0,0,0,"53","107","174","17",0,2,0,"0","0","0","0","0","0","0","0","0",0,118.125
500,5900,54,9772,1,1,1,1,1,1,"26","143","895","10",0,2,0,"0","0","1","0","0","0","0","0","0",0,122.375
23000,8600,137,4365238,204,204,204,83,83,83,"5","8","11","2",18,4,18,"0","0","1","0","0","1","0","0","1",0,129.375
500,5400,22,0,0,0,0,0,0,0,"117","365","621","10",0,0,0,"0","0","1","0","0","0","0","0","0",0,102.625
2000,8300,72,304545,0,0,0,0,0,0,"16","31","286","11",6,4,0,"0","0","1","0","0","0","0","0","0",0,203.875
2000,8500,103,169907,54,54,54,42,42,42,"16","424","754","2",12,0,0,"0","0","1","0","0","1","2","0","0",0,262.375
500,8000,45,0,0,0,0,0,0,0,"43","253","406","64",8,8,0,"0","0","1","0","0","1","0","0","0",0,130.625
500,5200,7,86725,5,5,5,3,3,3,"5","6","1229","8",4,2,0,"0","0","0","0","0","0","0","0","0",0,73.375
500,8400,10,0,1,1,1,0,0,0,"38","70","1168","63",0,2,0,"0","0","0","0","0","0","0","0","0",0,220.375
500,7000,8,327421,0,0,0,0,0,0,"27","50","69","32",4,4,0,"0","0","1","0","0","0","0","0","0",0,110.875
500,5900,49,95291,0,0,0,0,0,0,"26","48","66","10",0,2,0,"0","0","0","0","0","0","0","0","0",0,231.125
500,6400,73,398306,0,0,0,0,0,0,"56","159","250","2",0,0,0,"0","0","1","0","0","0","0","0","1",0,112.125
500,6900,28,67486,0,0,0,0,0,0,"17","32","201","4",2,4,0,"2","2","1","1","0","0","0","0","0",0,161.125
2000,7500,26,0,6,6,6,1,1,1,"17","32","201","4",4,2,0,"2","2","0","0","0","0","0","0","0",0,137.625
2000,4300,38,367328,0,0,0,0,0,0,"29","198","714","10",0,2,0,"0","0","0","0","0","0","0","0","0",0,95.625
2000,6600,49,84124,0,0,0,0,0,0,"53","241","393","17",10,4,10,"0","0","0","0","0","0","0","0","0",0,81.875
500,5700,7,176797,3,3,3,3,3,3,"53","403","1234","10",0,4,0,"0","0","1","0","0","0","0","0","0",0,136.375
500,3800,17,191088,0,0,0,0,0,0,"4","12","15","11",0,0,0,"0","0","0","0","0","0","0","0","0",0,156.375
5000,8000,71,1164838,0,0,0,0,0,0,"17","33","44","24",4,4,0,"2","2","1","0","0","0","0","0","0",0,101.375
2000,8800,93,1834182,0,0,0,0,0,0,"63","73","279","50",6,6,0,"0","0","1","0","0","1","0","0","0",0,68.625
3000,8800,34,28203,0,0,0,0,0,0,"17","32","52","6",12,4,7,"2","2","0","0","0","0","0","0","0",0,68.875
500,6300,11,74602,0,0,0,0,0,0,"105","392","675","11",0,0,0,"0","0","0","0","0","1","0","0","0",0,116.625
500,5800,59,0,49,49,49,9,9,9,"42","579","1073","30",0,4,0,"0","0","0","0","0","0","0","0","0",0,76.375
500,6300,5,22239,4,4,4,3,3,3,"5","6","681","49",2,2,0,"0","0","0","0","0","0","0","0","0",0,137.625
500,5400,3,144712,2,2,2,2,2,2,"4","554","262","17",0,2,0,"0","0","0","0","0","0","0","0","0",0,143.375
3000,8000,77,385852,0,0,0,0,0,0,"9","16","203","14",16,0,0,"0","0","1","0","0","0","2","0","0",0,112.125
500,6400,43,232964,0,0,0,0,0,0,"47","139","221","11",0,2,0,"0","0","1","0","0","0","0","0","0",0,91.125
2000,9100,143,582649,0,0,0,0,0,0,"19","336","565","10",0,0,0,"0","0","1","0","0","1","2","1","0",0,53.625
500,7600,71,228284,0,0,0,0,0,0,"3","226","8","7",4,4,0,"2","0","1","0","0","0","0","0","0",0,357.125
500,7200,66,148530,0,0,0,0,0,0,"19","39","635","10",0,0,0,"0","0","1","0","0","0","0","0","0",0,67.625
3000,8400,136,1345876,0,0,0,0,0,0,"13","23","445","2",2,2,0,"0","0","1","1","0","1","2","0","1",2,253.875
3000,7000,64,437694,0,0,0,0,0,0,"17","36","44","24",4,4,0,"2","2","1","0","0","0","0","0","0",0,142.625
500,5500,10,152120,0,0,0,0,0,0,"53","406","174","17",0,2,0,"0","0","0","0","0","0","0","0","0",0,102.625
500,5900,26,0,0,0,0,0,0,0,"117","365","621","10",0,0,0,"0","0","0","0","0","0","0","0","0",0,102.625
500,7800,58,25120,0,0,0,0,0,0,"27","125","199","26",2,4,0,"0","2","0","0","0","0","0","0","0",0,213.375
3000,8700,74,222511,0,0,0,0,0,0,"17","32","48","26",20,4,0,"2","2","1","0","0","1","2","0","0",0,103.875
2000,6000,31,55669,37,37,37,19,19,19,"5","12","1362","13",16,2,0,"0","0","0","0","0","0","0","0","0",0,269.375
2000,8400,93,1616915,0,0,0,0,0,0,"16","364","40","13",8,0,0,"0","0","1","0","0","1","0","0","0",0,74.625
6000,7700,48,513282,0,0,0,0,0,0,"17","32","49","4",10,4,0,"2","2","1","0","0","0","2","0","0",0,96.875
10000,9600,146,2479325,0,0,0,0,0,0,"41","221","361","11",16,0,0,"0","0","1","1","0","1","2","0","0",2,301.125
2000,8300,126,639700,0,0,0,0,0,0,"7","54","80","11",2,0,2,"0","0","1","0","0","0","2","0","0",0,232.375
500,6100,86,0,0,0,0,0,0,0,"27","51","70","33",4,4,0,"0","0","1","0","0","0","0","0","0",0,268.625
2000,7000,44,1014891,0,0,0,0,0,0,"16","33","284","10",0,2,0,"0","0","0","0","0","0","0","0","0",0,119.125
500,6400,43,0,1,1,1,1,1,1,"144","589","1089","14",0,0,0,"0","0","0","0","0","0","0","0","0",0,17.375
500,7700,71,1153618,0,0,0,0,0,0,"5","10","860","50",8,4,0,"0","0","1","0","0","0","0","0","0",0,123.625
5000,9000,96,1329383,0,0,0,0,0,0,"1","1","385","1",0,0,0,"0","0","1","1","0","1","0","1","0",5,117.875
500,2800,51,233505,0,0,0,0,0,0,"1","252","447","2",8,0,0,"0","0","0","0","0","0","0","0","0",0,151.625
500,4600,44,487737,29,29,29,11,11,11,"5","395","19","3",4,8,0,"0","0","0","0","0","0","0","0","0",0,137.625
500,4800,5,37066,0,0,0,0,0,0,"4","6","10","2",0,0,0,"0","0","1","0","0","0","0","0","0",0,133.125
2000,6800,88,240488,0,0,0,0,0,0,"49","258","414","1",0,0,0,"0","0","1","0","0","0","2","0","0",0,61.875
2000,6500,93,62744,0,0,0,0,0,0,"28","113","181","14",16,2,16,"0","0","0","0","0","0","0","0","0",0,263.625
500,7500,64,91439,10,10,10,5,5,5,"16","73","279","50",6,6,0,"0","0","0","0","0","1","0","0","0",0,340.625
500,7800,87,2241,3,3,3,2,2,2,"152","487","900","11",0,0,0,"0","0","0","0","0","0","0","0","0",0,312.625
500,6700,19,67486,0,0,0,0,0,0,"17","32","201","4",2,4,0,"2","2","0","0","0","0","0","0","0",0,161.125
500,7200,73,20658,0,0,0,0,0,0,"56","171","270","10",2,2,0,"0","0","1","0","0","0","0","0","0",0,355.875
500,7500,67,2330,0,0,0,0,0,0,"9","16","210","11",0,2,0,"0","0","0","0","0","0","0","0","0",0,81.625
3000,7900,64,145077,47,47,47,12,12,12,"17","30","44","24",24,4,0,"2","2","1","0","0","0","0","0","0",0,340.625
3000,8800,55,16504,26,26,26,9,9,9,"17","32","52","6",12,7,0,"2","2","1","0","0","0","0","0","0",0,66.375
2000,7700,88,537923,0,0,0,0,0,0,"28","254","407","42",20,0,0,"0","0","1","0","0","1","0","0","0",0,82.875
500,5400,17,64356,2,2,2,2,2,2,"60","304","281","51",0,4,0,"0","0","0","0","0","0","0","0","0",0,137.625
500,6300,51,195081,0,0,0,0,0,0,"47","240","291","20",0,2,0,"0","0","0","0","0","0","0","0","0",0,110.875
2000,4300,4,180029,0,0,0,0,0,0,"4","9","481","2",0,0,0,"0","0","0","0","0","0","0","0","0",0,124.875
500,7000,67,121700,0,0,0,0,0,0,"111","352","597","10",4,2,0,"0","0","0","0","0","1","0","0","0",0,313.875
500,7100,80,121700,0,0,0,0,0,0,"111","352","597","10",4,2,0,"0","0","1","0","0","1","2","0","0",0,313.875
3000,8100,135,451502,0,0,0,0,0,0,"7","297","490","23",6,0,6,"0","0","1","0","0","1","2","0","0",0,243.875
2000,7800,57,12461,0,0,0,0,0,0,"27","50","199","26",4,7,0,"0","2","0","0","0","0","0","0","0",0,123.625
500,6100,27,459861,0,0,0,0,0,0,"3","4","5","5",2,2,0,"2","2","0","0","0","0","0","0","0",0,243.875
500,7100,45,0,0,0,0,0,0,0,"16","33","42","11",0,0,0,"0","0","1","0","0","1","0","0","0",0,260.375
500,4600,45,92257,0,0,0,0,0,0,"45","220","240","10",0,0,0,"0","0","1","0","0","0","0","0","0",0,103.875
2000,4000,30,396868,10,10,10,6,6,6,"197","555","1044","37",0,3,0,"0","0","0","0","0","0","0","0","0",0,108.375
2000,6900,48,204611,0,0,0,0,0,0,"31","64","96","22",2,2,0,"0","2","1","0","0","0","0","0","0",0,102.875
3000,8500,97,648530,0,0,0,0,0,0,"28","114","190","27",6,0,6,"0","0","1","0","0","1","2","0","0",0,106.375
2000,8200,55,467424,0,0,0,0,0,0,"17","29","38","21",2,2,0,"2","0","0","0","0","0","2","0","0",0,155.375
500,6900,31,688576,0,0,0,0,0,0,"31","64","96","22",2,2,0,"0","2","1","0","0","0","0","0","0",0,133.375
3000,9200,113,752566,0,0,0,0,0,0,"6","23","32","18",2,2,0,"0","0","1","0","0","1","2","0","0",0,229.875
5000,8700,78,1172663,34,34,34,9,9,9,"17","32","48","26",22,7,0,"2","2","1","0","0","1","2","0","0",0,87.375
10000,9700,112,2089715,0,0,0,0,0,0,"41","221","361","11",16,0,0,"0","0","1","1","0","1","2","0","0",2,301.125
2000,8600,113,850081,0,0,0,0,0,0,"17","32","38","21",2,2,0,"2","0","1","0","0","0","0","0","0",0,357.875
2000,7700,82,241135,0,0,0,0,0,0,"28","136","218","2",12,0,0,"0","0","1","0","0","0","0","0","0",0,362.875
2000,6000,46,398306,0,0,0,0,0,0,"56","159","250","2",0,0,0,"0","0","0","0","0","1","0","0","0",0,112.125
500,8100,29,72764,0,0,0,0,0,0,"3","4","4","4",8,4,0,"2","2","1","0","0","0","0","0","0",0,140.375
2000,7000,39,779723,0,0,0,0,0,0,"3","5","5","5",2,2,0,"2","2","1","0","0","0","0","0","0",0,245.125
500,6700,82,0,26,26,26,13,13,13,"8","15","22","13",8,0,0,"0","0","1","0","0","1","0","0","0",0,220.375
2000,7500,59,769387,34,34,34,15,15,15,"53","51","179","33",12,6,0,"0","0","1","0","0","1","2","0","0",0,115.375
10000,7400,66,1242470,99,99,99,28,28,28,"7","57","1118","0",4,4,0,"0","2","1","0","0","0","0","0","0",0,124.375
2000,8100,98,506824,0,0,0,0,0,0,"49","105","169","1",0,0,0,"0","0","1","0","0","1","0","0","0",0,249.625
13000,8400,72,3030132,89,89,89,61,61,61,"17","30","39","22",6,4,0,"2","2","1","0","0","0","0","0","0",0,38.375
2000,6100,112,49260,0,0,0,0,0,0,"7","58","85","10",0,0,0,"0","0","0","0","0","0","0","0","0",0,43.375
2000,3200,49,0,49,49,49,6,6,6,"28","647","1263","33",0,0,0,"0","0","0","0","0","0","0","0","0",0,124.375
500,7400,40,115259,2,2,2,2,2,2,"49","418","372","23",4,0,0,"0","0","1","0","0","0","0","0","0",0,256.625
5000,8200,103,907724,0,0,0,0,0,0,"2","254","486","2",4,2,4,"0","0","1","1","0","0","0","1","0",16,109.625
500,6900,22,76488,0,0,0,0,0,0,"17","32","201","4",2,4,0,"2","2","0","0","0","0","0","0","0",0,137.875
2000,8600,89,1006612,0,0,0,0,0,0,"5","387","657","50",4,3,0,"0","0","1","0","0","0","0","0","0",0,108.375
500,7000,86,70234,0,0,0,0,0,0,"53","51","497","33",4,4,0,"0","0","0","0","0","0","0","0","0",0,264.875
500,6800,49,0,0,0,0,0,0,0,"3","4","7","6",12,4,0,"2","2","0","0","0","0","0","0","0",0,74.625
3000,8500,107,793713,0,0,0,0,0,0,"5","10","123","50",8,4,0,"0","0","1","0","0","0","0","0","0",0,60.625
3000,8300,26,534158,0,0,0,0,0,0,"3","4","6","4",10,7,0,"2","2","0","0","0","0","0","0","0",0,91.125
500,7600,73,74139,0,0,0,0,0,0,"19","37","53","14",8,0,0,"0","0","1","0","0","0","0","0","0",0,313.875
500,4800,77,25811,0,0,0,0,0,0,"83","278","570","2",0,2,0,"0","0","0","0","0","0","0","0","0",0,320.875
2000,7100,60,924460,0,0,0,0,0,0,"6","31","40","13",8,2,0,"0","0","1","0","0","0","2","0","0",0,133.125
500,1600,13,0,0,0,0,0,0,0,"79","93","397","46",0,0,0,"0","0","0","0","0","0","0","0","0",0,306.875
2000,7300,85,546056,0,0,0,0,0,0,"6","34","260","2",12,0,0,"0","0","1","0","0","0","0","0","0",0,63.125
500,5500,76,0,0,0,0,0,0,0,"7","190","300","27",4,0,4,"0","0","1","0","0","0","0","0","0",0,344.375
500,5400,37,331563,0,0,0,0,0,0,"31","64","360","4",2,4,0,"0","2","0","0","0","0","0","0","0",0,293.125
2000,5400,56,564834,0,0,0,0,0,0,"45","225","369","10",0,0,0,"0","0","0","0","0","0","0","0","0",0,338.125
500,7400,60,94900,0,0,0,0,0,0,"28","113","495","14",8,0,0,"0","0","1","0","0","0","0","0","0",0,243.875
